0,1,19824,7529,64.12538186,459,560,768,391,215,202,113,3.7,2.2,11.4,1775,1067,2644,1365,2178,1095,5113,2763,2936,1632,25640
0,1,5243,2011,60.56688215,127,134,166,78,14,35,0,0,4.5,11.4,406,219,414,212,622,361,1411,727,1050,616,21977
0,2,3966,1445,65.19031142,101,114,170,72,47,30,13,0.7,2.4,8,288,107,318,166,526,271,801,429,728,455,28286
12,7,213751,79703,78.46379685,6104,7957,12496,9713,7322,6944,5441,12.1,12.8,33.2,18011,8512,27073,13710,29872,15626,61433,31880,26355,15041,49021
0,0,4666,1795,64.06685237,177,71,73,70,8,37,16,6.2,6.4,15.1,486,348,429,196,557,334,1315,729,774,481,22923
2,0,25977,11289,63.9206307,1262,1328,1261,951,232,175,237,7.1,7.1,26.7,3259,1796,3792,1798,2760,1386,6367,3299,4222,2588,34270
0,2,29856,11188,60.63639614,864,1039,1173,631,212,183,101,2.7,4.1,13.9,2803,1270,3500,1769,3849,2069,7737,3901,4291,2280,30443
0,3,2785,1170,73.16239316,124,108,163,73,66,15,5,16.6,7.1,15,277,157,521,234,368,221,687,359,423,267,29288
0,0,7054,2851,68.74780779,377,364,408,150,82,54,53,8.2,7.4,18.9,623,287,767,331,849,387,1568,807,1409,892,33092
2,3,110421,41368,56.99816283,3599,4182,4260,2485,1234,1128,739,9.5,7.8,23.9,17324,8803,16223,8189,11699,5862,24087,12525,14188,8417,29744
0,3,3389,1322,72.01210287,99,143,239,41,29,0,0,22.5,2,10.1,227,115,359,160,456,242,799,396,561,375,32373
0,0,5945,1739,48.18861415,133,254,117,61,22,54,0,4.4,14.2,25,3052,1417,424,215,443,273,791,411,446,296,27156
0,0,17400,7122,50.61780399,508,610,609,342,105,126,111,5.5,13.9,32,3056,1501,2486,1157,1948,1005,3388,1853,2403,1521,29425
0,2,2542,1055,70.14218009,89,122,189,69,32,20,11,0,10.3,18.4,152,58,308,137,363,176,690,373,403,197,33414
0,5,6986,2425,58.39175258,112,261,153,114,71,21,26,0,4.5,12.9,541,308,1226,592,860,482,1425,781,874,584,25114
0,0,3170,1435,70.24390244,170,198,188,108,54,78,33,11.4,7,28.9,255,132,344,162,501,264,1041,536,387,237,37308
0,0,11122,3629,61.2841003,146,101,99,29,21,29,14,7,2.9,18.3,1233,565,1412,727,1608,733,2679,1365,1578,876,17249
0,5,44823,16666,68.84675387,1574,1715,1683,880,669,223,128,4.1,7.2,20.3,5501,2601,5798,2629,5726,2505,11102,5376,6476,4033,28673
0,0,306196,97811,68.9687254,3817,2738,1990,615,292,168,200,7,4.2,18.8,28697,13817,38328,19357,39182,20082,76897,40799,47216,25587,14977
0,1,4951,1884,42.62208068,137,105,94,40,46,33,34,4.4,6.2,16.9,458,197,544,354,470,318,1184,593,1058,662,26332
0,3,5512,205,0,32,25,55,36,8,0,0,0,7.5,21.3,4584,867,208,95,155,49,22,12,0,0,45833
0,6,3076,1429,65.5703289,100,64,153,34,21,0,10,12,7,15.1,191,75,364,150,360,171,881,460,962,519,19494
0,2,2982,1217,58.83319638,103,149,145,85,39,61,8,6.2,14.7,26.3,241,72,284,160,402,175,832,416,427,263,36834
18,0,569499,230922,64.66339283,20131,23063,27246,15283,8692,6632,5401,9.9,9,26.5,64907,33638,71293,36194,69253,34927,155416,80815,82754,47731,33535
0,3,4114,1606,54.98132005,147,226,238,43,11,0,0,4.9,8,19.3,347,177,583,318,537,300,854,551,496,310,31755
0,0,31862,12768,61.23903509,961,1450,1554,552,417,248,279,2.9,6,16.7,2888,1357,4568,2212,3525,1835,8074,4092,5288,3016,27506
0,3,9751,3837,50.89913995,275,250,331,108,98,74,92,2.1,15.6,27.2,2025,942,1271,576,1128,591,2183,1118,1167,702,27112
55,2,594962,237315,59.94437773,19664,24401,32039,22659,13751,14257,9683,15,16.4,35.9,73839,36151,78091,39625,73637,37455,162147,84006,85133,49913,41547
2,5,95779,35813,46.43565186,2512,2919,3038,1792,850,639,633,3.9,7.9,18.4,12165,6596,13014,7175,11714,6251,22424,12326,10712,6621,26650
0,3,2564,1083,73.13019391,103,91,164,158,41,15,6,6.9,4.4,15.4,160,93,381,206,332,165,608,285,484,272,37039
4,2,56997,21651,61.40593968,2107,2343,2981,1574,744,352,254,3.7,7,22.3,4987,2466,8346,4192,7616,3898,13897,7153,7394,3952,29050
0,1,16823,6862,57.76741475,517,583,693,261,209,72,76,4.1,5.7,18.3,1529,871,2155,972,2115,1155,4176,2218,2997,2018,30155
2,3,17868,7864,71.73194303,715,614,623,408,227,170,115,1.4,4.4,14.3,1321,635,2006,1032,1900,949,4489,2290,4146,2428,28825
2,2,36815,12644,58.00379627,955,1001,1237,627,226,250,137,2.9,4.7,13.9,3484,1564,4840,2563,4906,2376,7865,4065,4984,3083,23148
0,0,3573,1401,63.66880799,143,42,170,89,37,13,12,14.7,6,18.7,286,133,415,246,416,148,724,375,751,469,33304
1,5,9219,3412,54.80656506,205,217,246,84,100,4,0,4.5,8.4,17.9,1671,890,998,655,1101,556,2183,1120,1229,736,22993
0,2,8171,2404,55.15806988,294,202,148,59,71,0,38,0,1.6,9.2,1030,458,1301,620,1336,682,2195,1094,999,684,22877
0,2,4574,934,66.27408994,149,98,78,49,20,6,6,3.3,2.9,7.2,399,140,956,187,906,132,1229,325,442,223,26371
15,0,741318,293235,64.46672464,22825,30253,35117,21609,13393,12457,9770,6.9,13.7,31.4,74478,36966,109111,54408,95497,48242,193836,100847,95247,54059,34285
0,0,2632,592,58.27702703,58,44,38,13,3,7,2,7.9,4.7,12.5,152,93,576,460,380,359,633,480,206,117,16078
0,3,3655,1555,62.1221865,84,215,152,94,33,7,16,12.3,5.5,15.2,342,177,556,271,392,166,829,429,789,485,30160
0,3,4854,1532,85.18276762,53,123,216,302,167,179,189,1.6,16.6,46.6,376,194,363,201,922,486,1390,704,286,139,56250
0,2,9400,3725,45.18120805,160,299,206,162,8,49,9,1.3,3.9,11.5,797,359,1348,755,1349,806,1998,983,1354,821,23944
2,1,82804,28852,56.32538472,2267,2230,2841,1424,889,688,538,4.1,6.8,19.6,8229,3948,11990,5768,9978,4895,20635,10537,11269,6827,26395
0,3,16983,7873,65.75638257,664,979,697,499,254,177,208,5.5,8.8,28.2,1851,814,2346,1160,1746,837,4532,2295,3354,1924,30897
0,2,4322,494,29.95951417,11,33,32,27,24,11,8,3.2,42.7,71.7,3718,1519,203,99,57,20,166,86,89,44,22888
0,2,3070,1327,69.55538809,146,152,132,29,32,9,0,0,4.4,10.5,186,106,244,117,410,202,801,402,646,381,31102
0,0,5340,2480,75.52419355,257,383,277,150,44,27,16,16.7,6.5,22.8,360,234,622,283,560,284,1392,700,1267,745,30071
0,3,20974,7241,65.35008977,626,530,500,459,400,217,113,4.7,4.7,11.5,2272,1195,2731,1372,2564,1367,4953,2499,2777,1537,28882
0,5,6322,2565,64.4834308,353,174,211,172,13,70,12,0,5.2,14.4,574,356,943,474,628,348,1648,817,986,526,27588
0,1,3307,1105,55.74660633,111,57,20,35,0,0,0,0,3.6,19.1,422,170,445,222,355,160,759,438,388,204,19117
8,2,664651,251873,68.31141091,21809,26470,33544,22083,12910,12442,9442,9.9,10.2,26.8,63314,31279,80277,40716,86152,43776,181645,93288,102222,60129,36908
0,1,8486,3723,60.56943325,350,430,402,205,234,56,21,12,4.5,17.9,818,361,1073,632,822,364,2318,1097,1286,797,32016
0,0,32533,12948,56.90454124,834,1121,1060,449,260,167,61,4.1,3.9,12.7,4343,2072,3466,1830,3847,1943,8362,4392,5778,3636,25210
1,5,16924,5156,64.29402638,412,409,454,153,126,52,35,1.5,6.3,15.3,3278,1282,2631,865,2322,782,3695,1519,2154,1256,24594
0,5,3408,1177,43.67034834,23,71,122,59,23,36,0,0,7.9,18.1,350,154,558,282,300,144,687,283,465,321,25682
