486.620000,402.000000,84.620000,2.000000,18351295.000000,6646283.000000,50.890129,513962.000000,635964.000000,16.000000,15.100000,36.600000,24.900000
650.520000,835.000000,-184.480000,15.000000,12150996.000000,3973143.000000,48.188248,248777.000000,274291.000000,9.500000,10.500000,30.500000,26.200000
339.400000,348.000000,-8.600000,3.000000,8608208.000000,3122451.000000,64.995191,196208.000000,207875.000000,14.000000,13.700000,35.400000,24.000000
182.480000,149.000000,33.480000,3.000000,5502379.000000,1999921.000000,63.099592,85168.000000,97791.000000,8.300000,10.700000,29.000000,24.200000
194.100000,163.000000,31.100000,2.000000,5441567.000000,2039023.000000,67.229698,138389.000000,135724.000000,13.400000,13.600000,33.900000,23.300000
206.380000,238.000000,-31.620000,3.000000,5121892.000000,1870678.000000,58.588971,104377.000000,107011.000000,9.100000,10.700000,32.100000,27.600000
181.600000,136.000000,45.600000,3.000000,4944332.000000,1722997.000000,59.789889,106343.000000,116042.000000,8.600000,10.700000,30.500000,26.900000
305.520000,293.000000,12.520000,2.000000,4586770.000000,1715227.000000,61.713931,199565.000000,251659.000000,19.400000,25.000000,51.000000,42.500000
173.860000,281.000000,-107.140000,5.000000,4515419.000000,1645076.000000,63.725627,95991.000000,97251.000000,10.200000,13.300000,37.600000,27.800000
272.840000,258.000000,14.840000,1.000000,4181019.000000,1610426.000000,60.098322,140145.000000,155288.000000,18.300000,19.300000,43.400000,28.000000
130.620000,124.000000,6.620000,5.000000,3734090.000000,1440714.000000,68.865923,68453.000000,58927.000000,8.900000,11.400000,28.600000,20.300000
215.860000,238.000000,-22.140000,6.000000,3629114.000000,1353903.000000,62.427663,61965.000000,57632.000000,8.100000,10.600000,29.800000,26.600000
412.780000,420.000000,-7.220000,15.000000,3281212.000000,1247902.000000,49.908727,112370.000000,154016.000000,16.800000,18.100000,44.900000,34.600000
203.280000,361.000000,-157.720000,2.000000,3059393.000000,1231583.000000,58.607581,89209.000000,87892.000000,13.700000,14.400000,39.600000,32.700000
272.240000,235.000000,37.240000,15.000000,2956746.000000,1033430.000000,52.953369,72403.000000,69032.000000,9.500000,13.200000,34.900000,31.500000
156.760000,147.000000,9.760000,3.000000,2650890.000000,1058354.000000,68.037443,71026.000000,67080.000000,15.500000,14.100000,41.400000,29.600000
124.300000,123.000000,1.300000,3.000000,2441770.000000,990572.000000,64.568855,38281.000000,36402.000000,8.200000,9.600000,27.800000,21.900000
151.860000,131.000000,20.860000,3.000000,2374203.000000,945127.000000,62.471393,58841.000000,55883.000000,13.100000,13.600000,38.800000,31.800000
159.680000,169.000000,-9.320000,7.000000,2203663.000000,845706.000000,62.493349,62641.000000,59525.000000,13.800000,15.800000,36.100000,26.300000
92.160000,49.000000,43.160000,0.000000,2150706.000000,861083.000000,67.684764,44391.000000,39741.000000,12.100000,13.400000,34.300000,23.900000
76.940000,68.000000,8.940000,15.000000,1932666.000000,547347.000000,62.805131,29115.000000,19328.000000,4.800000,6.700000,18.500000,17.900000
68.720000,56.000000,12.720000,3.000000,1886011.000000,686226.000000,54.062364,29068.000000,23365.000000,5.300000,7.300000,22.300000,22.100000
204.360000,244.000000,-39.640000,2.000000,1849898.000000,735791.000000,58.430043,38779.000000,33884.000000,10.000000,13.500000,36.700000,30.200000
35.980000,23.000000,12.980000,0.000000,1780673.000000,733600.000000,65.378408,29717.000000,28630.000000,11.700000,11.900000,30.700000,20.500000
78.740000,72.000000,6.740000,3.000000,1758210.000000,623911.000000,59.711401,25003.000000,22370.000000,7.000000,9.800000,26.900000,22.500000
84.300000,74.000000,10.300000,2.000000,1733853.000000,739068.000000,67.365520,33597.000000,31566.000000,17.500000,13.300000,33.800000,19.500000
170.780000,126.000000,44.780000,15.000000,1723634.000000,633379.000000,59.025481,39758.000000,29752.000000,7.000000,10.000000,30.100000,26.700000
251.120000,232.000000,19.120000,15.000000,1664496.000000,572002.000000,56.790186,64254.000000,92704.000000,15.400000,21.300000,47.400000,37.700000
57.900000,32.000000,25.900000,0.000000,1624827.000000,634071.000000,65.190807,33497.000000,29012.000000,11.600000,12.200000,33.000000,23.500000
125.600000,167.000000,-41.400000,0.000000,1519417.000000,606689.000000,63.919076,30587.000000,26425.000000,12.800000,12.900000,35.500000,25.800000
107.020000,127.000000,-19.980000,3.000000,1510516.000000,547111.000000,61.331796,23910.000000,22138.000000,10.500000,10.400000,31.500000,24.000000
61.520000,63.000000,-1.480000,2.000000,1487483.000000,577679.000000,63.959050,25527.000000,24561.000000,11.700000,11.500000,33.500000,22.800000
78.700000,34.000000,44.700000,3.000000,1439666.000000,533967.000000,60.254847,26553.000000,19558.000000,7.800000,10.300000,28.300000,22.200000
55.260000,42.000000,13.260000,2.000000,1376476.000000,550178.000000,58.810058,23922.000000,22121.000000,11.500000,11.100000,32.500000,22.400000
60.860000,35.000000,25.860000,0.000000,1368035.000000,542626.000000,58.370406,28358.000000,25789.000000,13.900000,13.700000,38.600000,26.700000
128.620000,124.000000,4.620000,3.000000,1362416.000000,535026.000000,54.972095,32621.000000,34603.000000,13.000000,15.200000,43.800000,39.100000
61.720000,59.000000,2.720000,1.000000,1249442.000000,483928.000000,64.186821,27830.000000,32501.000000,12.300000,12.400000,39.800000,27.400000
63.620000,71.000000,-7.380000,1.000000,1190956.000000,465355.000000,59.270235,25461.000000,20036.000000,11.600000,11.500000,29.700000,20.400000
68.320000,21.000000,47.320000,3.000000,1065219.000000,403810.000000,64.543969,16507.000000,16205.000000,9.000000,9.000000,28.600000,25.000000
67.040000,26.000000,41.040000,2.000000,1060061.000000,392467.000000,59.670240,14777.000000,13704.000000,7.700000,10.000000,27.400000,20.700000
47.300000,46.000000,1.300000,3.000000,1021243.000000,341144.000000,67.209155,16585.000000,14329.000000,7.500000,10.600000,30.900000,28.000000
