ZIP,count,Total,percent_male,MedianAge,percentCollegeDegree,MedianIncome,percent_own
59930,,736,0.433423913,54.8,0,15300,0.809667674
94037,,3080,0.48961039,45.3,34.7,54299,0.809674027
47036,,1064,0.52443609,36.7,18.7,37344,0.809677419
62480,,765,0.504575163,34,0,25952,0.809688581
50247,,2378,0.506307822,38.3,5.8,38893,0.809692671
72355,,2526,0.483768804,52.5,0,28929,0.809694794
61813,,2025,0.485432099,39.9,18.8,30118,0.809701493
73848,,1946,0.531860226,39.3,3.7,30735,0.809711286
73059,,2493,0.510629763,44,0,32800,0.809712587
26280,,1882,0.525504782,44.2,3.5,22625,0.809716599
62673,,697,0.417503587,35.9,2.9,24167,0.809716599
73080,,9658,0.473907641,38.9,1.4,33638,0.809730905
16826,,638,0.435736677,35.2,0,26490,0.809734513
51573,,1147,0.503923278,45.8,3.8,37500,0.809734513
62513,,1690,0.464497041,34.8,3.3,33910,0.809741248
41051,,28453,0.483604541,31.8,6,40398,0.809750813
52560,,483,0.623188406,44.6,0,21389,0.809756098
59024,,508,0.427165354,48.5,0,27000,0.809756098
01721,,16792,0.47361839,44,12.6,60087,0.809758281
74041,,2174,0.499080037,37.1,0,35068,0.809768638
15468,,2399,0.40475198,48.4,16.3,25522,0.809776833
68766,,428,0.504672897,49.6,2.9,21029,0.809782609
64077,,1742,0.536165327,41.8,1.8,33207,0.80979021
99714,,1025,0.543414634,41.8,0,51761,0.80982906
52043,,2269,0.505068312,49.6,7,33377,0.80984556
28628,,320,0.525,38.8,0,27500,0.809859155
52049,,1309,0.491214668,50.8,0,26914,0.809859155
59638,,829,0.487334138,42.3,0,38333,0.809859155
68824,,1251,0.492406075,42,5.3,35134,0.809859155
04735,,623,0.537720706,47.3,0,28688,0.809885932
49404,,8961,0.521370383,34.3,3.6,31855,0.809890816
06095,,29130,0.477926536,42.5,14.6,46667,0.809893398
54733,,1305,0.534099617,41.3,0,28859,0.80990099
53531,,4570,0.517943107,37.6,1.5,42512,0.809917355
65264,,662,0.468277946,38.7,4,35481,0.809917355
55760,1,3097,0.509202454,52.8,2.2,23250,0.80992268
47340,,2875,0.539826087,44.1,10.8,27447,0.809958506
16153,,2686,0.516753537,44.6,0,31602,0.8099631
26320,,746,0.545576408,51.2,0,29450,0.809968847
52721,,795,0.470440252,41.5,11.8,36938,0.809968847
25011,,977,0.650972364,45.6,0,42500,0.809976247
84642,,3435,0.514992722,32.8,0,31104,0.809980806
45168,,1642,0.538367844,34.9,22.4,40000,0.81
28709,,2003,0.470294558,51.4,10.6,26346,0.810011377
46074,,28951,0.490553003,32.6,14.8,57761,0.8100213
33066,,16200,0.447592593,57.5,9.5,39293,0.810024155
55417,1,26256,0.507350701,38.5,20.5,44553,0.810026858
68626,,663,0.573152338,45.7,0,33490,0.810035842
53960,,3224,0.532568238,44.1,5.1,38530,0.810051737
62338,,1348,0.542284866,50.7,0,30927,0.810055866
72067,,2974,0.541694687,54.2,0,25667,0.810064935
87022,,828,0.528985507,32.1,30.4,26191,0.810089021
25114,,796,0.448492462,44.8,0,41429,0.810126582
51446,,517,0.479690522,50.4,28.9,30313,0.810126582
83806,,207,0.599033816,48.3,0,25250,0.810126582
33913,1,17529,0.468423755,41.3,3.9,39619,0.810143043
98548,,2360,0.486016949,58.4,0,25069,0.810158201
05772,,652,0.553680982,43.7,0,30795,0.810169492
13454,,708,0.473163842,43.3,8.8,30300,0.810169492
95252,,14908,0.52756909,45.3,1.6,41902,0.810180081
24211,,10503,0.476816148,46.4,9.7,34623,0.810183117
85742,,25414,0.484929566,38.3,6.3,39846,0.81020542
19609,,9530,0.479958027,41,14.2,41661,0.810218978
46051,,3148,0.466963151,40.5,7.4,33304,0.810218978
49408,,8944,0.49686941,41.7,2.2,26207,0.810218978
56757,,991,0.498486377,43.9,7.9,35078,0.810218978
15747,,2034,0.496558505,40.3,2.2,30976,0.810228802
83871,,2001,0.503748126,41.8,10.8,33807,0.810228802
62017,,771,0.430609598,47.6,24,27273,0.810240964
84003,,43441,0.513408992,24.9,2.6,41380,0.810247191
54670,,1935,0.518346253,27.8,2.5,30495,0.810283688
13416,,2223,0.479532164,43.6,15.9,34661,0.810285714
52033,,3069,0.492994461,38.5,18.8,33778,0.810286678
96048,,1053,0.454890788,46.7,25.5,25750,0.810289389
27016,,1936,0.525826446,47,0.6,33619,0.810298103
53556,,2681,0.502424468,40.5,3.1,30286,0.810298103
66415,,984,0.524390244,34.7,0,31176,0.810298103
33898,,15409,0.485884872,48.4,1.8,26210,0.810301508
50327,,10833,0.486476507,38.6,11.3,45285,0.810307283
50070,,1426,0.502805049,42.1,0,37135,0.810344828
56583,,134,0.574626866,47.5,0,32105,0.810344828
58254,,478,0.456066946,55.8,0,31034,0.810344828
64483,,653,0.473200613,30.7,3.7,31201,0.810344828
65731,,137,0.416058394,59.2,,25909,0.810344828
68406,,573,0.455497382,44.1,0,30786,0.810344828
84042,,10282,0.509336705,25.5,4.4,43521,0.810344828
32008,,5470,0.506398537,48.4,0,27811,0.810352327
55129,,20659,0.487293673,33.4,19.8,63210,0.810359468
72070,,1802,0.47891232,40.9,0,26823,0.810368349
54726,,1713,0.525394046,39.6,8.3,28750,0.81037037
61254,,11374,0.477140848,43,10.7,35901,0.810376492
07444,1,10675,0.421733021,47.8,19.6,55244,0.81038674
03084,,1605,0.442990654,44.5,20.5,33165,0.810402685
62939,,3176,0.476070529,44.4,1.5,29535,0.810402685
75155,,2670,0.503745318,36.6,0,25025,0.810404624
41255,,1105,0.571040724,38.3,0,26111,0.810416667
13147,,1638,0.523199023,34,5.6,36958,0.810444874
45418,,1687,0.475992887,33.6,0,39250,0.810444874
15239,,21418,0.47660846,41.6,17.9,41652,0.810452794
68757,,743,0.527590848,45.1,0,32717,0.810457516
98251,1,4839,0.522835297,39.3,8.1,41522,0.81046832
38310,,6151,0.48544952,43.6,6.3,25770,0.81048218
73541,,2879,0.482111844,40.6,0,35422,0.810495627
60051,,24664,0.49193156,39.9,8.4,42339,0.810499781
74940,,2442,0.469287469,40,0.7,27435,0.810502283
17961,,7012,0.468767827,46.2,15.7,42580,0.810504634
45069,,49559,0.490869469,38.6,10.9,50358,0.810511444
93532,,2476,0.46082391,41.5,0,50087,0.810514786
60468,,5847,0.532409783,41.5,7.6,41914,0.810516772
26576,,235,0.421276596,36.8,0,40417,0.810526316
64788,,1380,0.528985507,40.4,1.7,29706,0.810526316
68820,,398,0.545226131,54.6,2.9,26042,0.810526316
13608,,1549,0.498386056,32.7,1.9,37500,0.810564663
65250,,689,0.566037736,35.7,11.2,31538,0.810572687
47235,,1883,0.454062666,48.3,0,29754,0.810596026
49895,,785,0.736305732,43.6,0,36667,0.810606061
52731,,712,0.485955056,35.6,0,30054,0.810606061
89143,,11964,0.478686058,30.8,3.5,52470,0.810612245
05079,,705,0.495035461,39.2,7.6,25994,0.810631229
26257,,914,0.448577681,44.4,3.5,21845,0.810650888
73673,,352,0.494318182,53.6,0,24327,0.810650888
56171,,1770,0.502259887,41,3.5,31646,0.810659187
19507,,3483,0.478036176,40.9,1.9,35821,0.810660302
26575,,934,0.52248394,41,0,39750,0.810666667
66407,,431,0.50812065,51.3,0,38125,0.810679612
41166,,996,0.549196787,28.8,0,18182,0.810714286
49078,,8964,0.487282463,40.8,7.6,32330,0.810718358
75076,,7541,0.508022809,50.1,9.3,31122,0.810733566
72065,,4550,0.473846154,40.5,5.5,38187,0.810747664
52310,,6592,0.498179612,41.8,3.6,34118,0.810791105
13861,,349,0.441260745,37.8,0,32708,0.810810811
22576,,1674,0.485065711,54.1,0,26840,0.810810811
43932,,898,0.562360802,34.7,0,26750,0.810810811
46106,,6051,0.484878532,38.5,43.2,42981,0.810810811
59755,,225,0.511111111,58.6,0,17895,0.810810811
59834,,2005,0.590024938,42.6,0,39191,0.810810811
59929,,265,0.433962264,46.3,0,20938,0.810810811
61722,,610,0.452459016,42.5,0,38207,0.810810811
68773,,180,0.444444444,39.6,0,24375,0.810810811
69217,,482,0.439834025,43.3,12.5,23333,0.810810811
98613,,546,0.532967033,39.9,39.3,38250,0.810810811
76078,,8959,0.514119879,33,13.1,38596,0.810839914
41222,,2469,0.486836776,40.5,0,26548,0.810865191
13409,,2801,0.451981435,38.6,9.9,33233,0.810867294
71940,,1485,0.476094276,48.1,2.3,28750,0.810892587
78254,1,47019,0.48306004,31.4,8.5,44305,0.810897218
30257,,4540,0.483700441,40.6,5.2,32372,0.810913706
61490,,1366,0.523426061,37.5,8.9,26944,0.810916179
56256,,2526,0.513855899,52.6,0.7,31076,0.810958904
48831,,3438,0.511343805,41,13,26575,0.81096108
06259,,4436,0.497971145,42.4,5.9,45653,0.810964083
13618,,1829,0.509021323,52,1.9,39345,0.810968495
11001,,27001,0.481389578,41.3,28.7,50668,0.810969529
06811,,32182,0.469517121,40.1,15.6,45552,0.810974554
30821,,938,0.41684435,46.1,8.7,20179,0.81097561
74556,,470,0.527659574,33.9,0,26429,0.81097561
14036,,5256,0.500190259,43.6,9.5,35615,0.810986965
80447,,1605,0.568224299,51.5,60,35802,0.810991957
97416,,925,0.491891892,42.2,0,20313,0.810996564
46740,,4534,0.510807234,25.7,5.3,26016,0.811004785
28124,,6285,0.507239459,44,1.4,32980,0.811016949
16239,,4147,0.845189293,35.6,0,18792,0.811023622
38224,,1044,0.551724138,39.2,2.6,30170,0.811023622
47519,,275,0.389090909,51.9,0,25871,0.811023622
12464,,935,0.535828877,58.1,0,32500,0.81104034
13864,,1121,0.494201606,48.7,0,43409,0.811088296
70091,,280,0.485714286,25,0,25208,0.811111111
71670,,1575,0.500952381,46.5,0,29610,0.811111111
00778,,46109,0.477130278,36,8.4,22121,0.811115813
22846,,1881,0.547581074,35.5,20.9,40479,0.811145511
86020,,1917,0.449660929,32.4,0,21823,0.811151079
96825,2,30142,0.492601685,45.8,15.4,52296,0.811156793
13080,,3924,0.52675841,40.3,3.2,40916,0.811168259
49620,,2349,0.476798638,35.7,2.2,24967,0.811180124
47860,,358,0.5,36.5,0,24286,0.811188811
78593,,5726,0.499650716,29,2.6,23069,0.811188811
53949,,6000,0.513333333,50.4,2.4,29375,0.811191473
65259,,2773,0.515686982,41,1.3,28125,0.811195446
76179,,49578,0.492678204,32.3,5.4,45699,0.811204819
60097,,10758,0.529094627,36.5,10.7,40473,0.81120797
61260,,949,0.495258166,37,0,40321,0.81120944
87026,,4104,0.450292398,33.3,0,22803,0.811219947
71465,,2857,0.472523626,36.2,1.3,27820,0.811233886
28531,,1457,0.479066575,51,11.1,29866,0.811252269
56282,,1523,0.525279054,35.6,5.3,31310,0.811252269
83420,,2485,0.523138833,46,3.5,29798,0.811264822
56253,,1010,0.512871287,42.8,0,31635,0.81127451
83876,,1627,0.529809465,49.7,2.7,27015,0.811290323
01506,,3382,0.496451804,43.5,11.6,43071,0.811292719
15554,,2436,0.538998358,46.6,5.3,27865,0.811302682
12918,,2320,0.5375,38.3,16.1,41000,0.811320755
15764,,109,0.431192661,49.2,52.2,28750,0.811320755
26349,,145,0.620689655,53.5,,35903,0.811320755
50470,,213,0.521126761,57.1,0,31875,0.811320755
56523,,549,0.491803279,40.1,0,27917,0.811320755
59071,,96,0.583333333,60.6,0,63750,0.811320755
00953,,73236,0.482481293,34.8,4.4,22851,0.811343284
98281,,1287,0.51048951,52.9,0,32917,0.811349693
78010,,2930,0.437883959,48.5,0,27288,0.811355311
35757,,13997,0.484032293,38.1,14.9,51915,0.81138082
51036,,678,0.404129794,30.6,0,33629,0.811403509
31031,,6697,0.533821114,36.7,2.7,32781,0.81141115
56152,,1579,0.525015833,46.3,12.7,34615,0.811437403
25512,,1128,0.522163121,45.4,,25000,0.811440678
29742,,2477,0.446507872,45.8,0,30562,0.811451135
57322,,320,0.54375,56.8,3.8,25804,0.81147541
33051,,629,0.457869634,68.5,0,42125,0.811501597
66423,,922,0.530368764,43.1,7.6,31875,0.811501597
98563,,8031,0.504793924,44.8,0,34320,0.811510353
18466,,17450,0.503209169,35.1,5.1,31291,0.811527905
79510,,7973,0.478866173,42,0,34293,0.811546118
61486,,1550,0.5,45.3,0,36224,0.811550152
58249,,2611,0.507851398,47.6,24.6,37246,0.811555556
65565,,5581,0.475004479,47.2,0,22138,0.811568007
05486,,1532,0.468668407,47.9,7.7,36447,0.8115727
15024,,8541,0.461070132,48,9.4,38821,0.811577753
28342,,348,0.511494253,32.1,6.7,30517,0.811594203
68443,,1167,0.444730077,42,0,36538,0.811594203
73531,,392,0.533163265,39.8,0,31875,0.811594203
47031,,5161,0.472389072,44.3,1.6,31048,0.811601388
70057,,4642,0.520465317,36.9,2.9,36985,0.811603651
54639,1,2607,0.505561949,40.3,0,26133,0.811608961
01507,,13034,0.510127359,42.2,24.8,51131,0.811625874
52147,,1109,0.511271416,47.1,29.4,29914,0.811627907
68852,,712,0.528089888,43,3.4,30764,0.811643836
83612,,1995,0.511278195,54.3,5.3,20918,0.811643836
17087,,3098,0.532601679,37.1,5.4,33254,0.811646952
60191,,14358,0.490179691,41,5.4,38422,0.811651584
54216,,6214,0.509172836,46.1,8.3,36128,0.811667972
46920,,1068,0.487827715,38.1,0,39299,0.811671088
06840,2,19938,0.493128699,42.6,27.5,92477,0.811673037
79237,,491,0.476578411,38,0,35625,0.811688312
14622,,12040,0.467109635,45.7,22,41200,0.811690714
77546,1,49255,0.504679728,38.6,11.3,55749,0.811692526
44481,,10819,0.543950458,46,5.6,27207,0.811695906
08029,,4859,0.479316732,43.5,11.6,50255,0.811702128
52323,,1138,0.491212654,48.6,0,27400,0.811715481
14880,,1488,0.47983871,49.6,14.8,33714,0.811728395
54984,,3156,0.49112801,55.2,0,29531,0.81173063
10992,,9839,0.482975912,44.3,15.5,50641,0.811743341
76233,,3334,0.50929814,38.4,5.7,44033,0.811745776
36742,,1692,0.493498818,45.4,0,29203,0.811748999
38387,,409,0.425427873,41.9,0,43382,0.811764706
47282,,202,0.440594059,51.8,0,40000,0.811764706
77991,,218,0.472477064,52.3,0,33221,0.811764706
49031,,7658,0.508618438,46.6,0.8,30182,0.811780191
55918,,1078,0.482374768,43.8,1.2,35804,0.811791383
17020,,9098,0.506814685,44.4,5.3,39540,0.81180612
40008,,3677,0.502039706,41,0,32500,0.811824081
25547,,1272,0.45754717,35.8,0,50494,0.811839323
71675,,1996,0.49248497,48.6,10.5,30000,0.811850312
29369,,14236,0.491219444,35.5,14.1,38898,0.81185567
24736,,846,0.451536643,43.4,0,26228,0.811881188
72079,,766,0.540469974,44.2,75.4,46000,0.811881188
75433,,2908,0.494497937,38.9,6.9,34375,0.811881188
87419,,241,0.597510373,37.7,0,25278,0.811881188
18470,,2116,0.511814745,50.7,13.8,30802,0.811891892
22840,,5191,0.474475053,36.1,16.7,37873,0.811891892
71957,,3004,0.503661784,54.9,0,29318,0.811895911
40075,,1207,0.56089478,44.5,0,26667,0.811900192
47620,,12834,0.503895902,41.9,4.3,38800,0.811906147
03845,,1248,0.508012821,41.9,0,32429,0.811918063
56714,,1179,0.542832909,43.2,3.4,31726,0.811918063
62035,1,16163,0.474231269,43.5,11.9,40994,0.811919505
03462,,1840,0.524456522,42.5,0,40913,0.81192053
13162,,530,0.577358491,44.6,0,40033,0.811926606
65555,,1077,0.543175487,52.1,0,18967,0.811926606
81326,,2239,0.499330058,45.3,4.2,31755,0.811936937
06484,1,40006,0.473853922,45.5,14.1,54222,0.811939108
14624,,36097,0.481120315,40.9,14.8,39470,0.811953562
50432,,190,0.457894737,60.1,0,33047,0.811965812
54420,,1439,0.542043085,32.6,0,31250,0.811965812
55397,,2892,0.48582296,38.9,0.6,35321,0.812015504
21737,,1402,0.47788873,40.2,23.5,113750,0.812030075
02747,1,22092,0.531595148,36.8,3.9,41200,0.812044903
65231,,3003,0.494172494,42.8,2.8,30853,0.812048193
41527,,833,0.49939976,41.1,0,35208,0.812056738
74436,,4714,0.493423844,39.7,0,29199,0.812068966
39752,,2603,0.502112947,41,5.4,28657,0.812074002
65257,,1337,0.563201197,48.3,6.5,29074,0.812080537
98572,,712,0.485955056,46.9,4.8,31842,0.812121212
83448,,2339,0.530568619,26.4,3,29500,0.812130178
17112,,33190,0.504579693,43.4,21.1,45838,0.812145628
55936,,1820,0.473626374,39.6,2.5,38533,0.812146893
78619,,3446,0.5342426,43.5,0,53005,0.81215028
04774,,703,0.516358464,57,0,20417,0.812154696
46725,,23109,0.490198624,41.2,3.6,32723,0.812164195
28442,,1208,0.472682119,48.3,0,25583,0.81216458
37770,,2889,0.539286951,42.5,2.6,28000,0.812178388
62530,,1539,0.469135802,36.6,8.5,40714,0.812182741
46217,,28722,0.479980503,37.3,24.7,41188,0.812204961
72410,,544,0.520220588,41.3,0,27014,0.812206573
95033,1,9309,0.51176281,47.9,12.8,71635,0.812211669
73543,,1928,0.489107884,35.2,10.6,26566,0.81221374
25082,,1791,0.499720826,40.9,12,29700,0.812227074
01569,,13559,0.491407921,40.9,11.8,47843,0.812239221
41632,,732,0.523224044,43.9,0,11696,0.812260536
76642,,7273,0.565791283,35.3,0,30721,0.812267658
57762,,591,0.510998308,47.1,10.7,28281,0.812274368
44410,,17331,0.47660262,46.2,5.3,34740,0.812294759
79345,,968,0.546487603,41.1,0,28833,0.812297735
55025,,23594,0.495507332,39.9,3,42815,0.812339044
79360,,13914,0.502802932,27.9,3.6,37582,0.812349252
02459,1,18339,0.471617864,43.3,13.4,80234,0.812369286
49262,,1305,0.525670498,40.6,0,22143,0.81237525
23111,1,36754,0.475295206,39.8,12,43901,0.812375392
13116,,3470,0.475216138,42.7,31.5,41156,0.81237911
16037,,4614,0.526007802,44.6,5.6,38469,0.812393405
08809,,6471,0.456343687,41,9.3,55000,0.81241118
18071,,10460,0.502868069,44.6,7.9,33052,0.812428864
03746,,152,0.421052632,46.5,54.5,41250,0.8125
05906,,1264,0.554588608,45.4,9.9,28333,0.8125
12092,,904,0.443584071,60.1,0,29929,0.8125
13654,,2680,0.552238806,26.2,0.9,31949,0.8125
17853,,3351,0.498955536,38.9,4.9,27456,0.8125
26056,,195,0.482051282,39.3,,28750,0.8125
30426,,894,0.5950783,45.8,0,25288,0.8125
36722,,578,0.589965398,48,0,35031,0.8125
43755,,1399,0.535382416,49.6,6.7,34688,0.8125
49833,,115,0.452173913,60.7,0,16250,0.8125
50240,,2815,0.515097691,38.8,32.4,37899,0.8125
51563,,578,0.477508651,53.6,0,26696,0.8125
57255,,440,0.527272727,44.1,0,30750,0.8125
61372,,121,0.537190083,33.1,0,30938,0.8125
62543,,412,0.560679612,41.2,0,26250,0.8125
65037,,4864,0.477384868,56.6,0,21494,0.8125
65685,,661,0.493192133,45.7,0,26786,0.8125
66769,,404,0.559405941,37.8,0,21932,0.8125
68957,,598,0.510033445,43.6,12,32107,0.8125
72453,,122,0.524590164,55.3,0,25667,0.8125
75105,,205,0.658536585,40.3,0,37813,0.8125
83542,,196,0.576530612,34.3,,40347,0.8125
13339,,6781,0.498304085,38.4,5.6,29957,0.812525583
80550,,21106,0.507438643,36.5,10.4,43253,0.8125323
60076,,32922,0.478403499,43.9,20,42380,0.812539871
35040,,15679,0.494227948,32.5,9.2,37508,0.812542488
56087,,3144,0.473600509,46.2,3.1,28267,0.812547819
39119,,5990,0.470951586,35,9.8,27414,0.81255814
06371,,9893,0.512382493,50.2,11.2,50022,0.812559467
86044,,3793,0.473503823,27.9,0,24737,0.812561335
36353,,1919,0.504950495,42.7,8.3,25098,0.81257414
29666,,6812,0.460510863,42.7,2.9,28677,0.81259542
30295,,4389,0.504442925,43,4.2,29831,0.812612613
38039,,1591,0.496543055,33.4,0,25233,0.812612613
60523,1,9818,0.475555103,56.9,36,70690,0.812614679
28393,,1556,0.527634961,44.7,1.3,25262,0.812615955
27808,,1975,0.485063291,54.6,0,28621,0.812631579
78114,,20039,0.493238186,41.1,1,35151,0.812651031
54446,,3044,0.505584757,32.9,0.9,31360,0.812674744
13471,,3676,0.547606094,40.3,7.9,33059,0.812688822
20733,,2873,0.550295858,40.6,2.7,58378,0.812688822
16434,,3413,0.505420451,24.7,3.5,26045,0.812698413
52254,,765,0.488888889,45.2,9.3,24718,0.812698413
31312,,15309,0.493043308,38.8,0,39762,0.812699007
65770,,2634,0.487851177,46.5,7.1,30247,0.812714777
05669,,644,0.479813665,42.8,0,25739,0.812720848
08324,,670,0.492537313,42.5,0,59327,0.812734082
53826,,1286,0.536547434,44.1,0,25581,0.812749004
66440,,2054,0.449853944,42.1,7.1,39598,0.81275441
74072,,1971,0.542364282,37.8,2.5,27159,0.81275441
18962,,602,0.528239203,43.6,0,44861,0.812765957
48827,,16134,0.495041527,37.5,5,35869,0.81276824
39066,,4761,0.514387734,40.3,0,27500,0.812779553
28478,,4112,0.495379377,46.6,0,26576,0.812790698
04411,,1460,0.469863014,46.7,10.9,32399,0.812792512
05655,,2912,0.503434066,45.1,3.6,30606,0.8128
49827,,959,0.53806048,43,0,18315,0.812807882
01969,,5914,0.470578289,45.1,28.4,45881,0.812812358
47231,,1011,0.474777448,41.6,0,31313,0.812820513
49232,,2980,0.479530201,34.9,3.2,27500,0.812823164
04062,,17164,0.509787928,38.2,18.7,37444,0.812853
43102,,4606,0.528441164,35.3,17.1,34126,0.812854442
43771,,1807,0.481460985,41.4,0,27003,0.812857143
53032,,4684,0.46648164,40,19.6,38582,0.812881732
30677,,16711,0.503261325,39.2,9.9,39718,0.812927497
01583,,7698,0.616134061,38.9,7,49105,0.812931034
11932,,933,0.514469453,56.3,31.7,41667,0.812933025
01951,,3707,0.509846237,49.2,18.1,48850,0.812940423
68944,,1134,0.515873016,45.6,3.8,28375,0.81294964
66402,,2761,0.497645781,46.9,0,40748,0.812956204
49619,,1007,0.519364449,55.2,3.8,23148,0.812992126
41562,,2616,0.477446483,40.3,0,22625,0.813015582
07405,1,17809,0.502330282,41.5,21.8,55101,0.813025865
78732,,15097,0.497052395,37.2,10,80843,0.81303056
74432,,9966,0.503311258,50.3,0.3,25079,0.813044502
54546,,1321,0.489023467,44.7,3.3,26830,0.813051146
44134,,37945,0.480484912,43.7,10.1,33778,0.813073539
12430,,973,0.450154162,51.9,10.5,32188,0.813084112
25024,,693,0.510822511,55.3,0,39554,0.813084112
40840,,254,0.448818898,57.5,0,14375,0.813084112
50465,,250,0.556,40.3,48.6,16000,0.813084112
74522,,253,0.533596838,31.4,0,15625,0.813084112
76686,,237,0.481012658,45.3,0,31875,0.813084112
88314,,184,0.47826087,68.1,,8839,0.813084112
68832,,2005,0.49925187,39.8,20.3,39055,0.813110181
31072,,1494,0.441767068,38.3,0,29450,0.813121272
47841,,1990,0.458291457,42.8,6.9,22407,0.813131313
50583,,2662,0.507137491,48,0,30087,0.813131313
58541,,423,0.505910165,46.8,6.8,56250,0.813131313
78884,,915,0.489617486,54.7,0,30850,0.813131313
83832,,1528,0.523560209,39.9,0,41475,0.813131313
47471,,2525,0.52039604,39.6,0,29531,0.813141684
65649,,1267,0.477505919,54.1,0,24063,0.813148789
02645,,9487,0.446821967,48.8,19.3,35681,0.813151365
12496,1,1687,0.497332543,55.8,0,34697,0.813153961
62451,,2429,0.515438452,39.9,1,24053,0.813163482
63369,,2006,0.503988036,42.3,17.9,31506,0.813186813
60035,4,29814,0.488193466,45.2,14.4,63750,0.813196455
38451,,4899,0.487038171,39.2,0,30686,0.813204509
28771,,8137,0.495022736,41.7,1.4,28370,0.813217499
40734,,3349,0.496267543,43.4,0,22917,0.813235294
48837,,18829,0.463380955,42.9,5.4,40447,0.813245743
12154,,2838,0.521141649,44.3,25.1,44833,0.813258637
27853,,659,0.528072838,42.8,0,32829,0.813278008
13031,,15120,0.479365079,44.4,15.6,47020,0.813278689
30523,,12436,0.503859762,48.7,2.8,30796,0.813287973
12158,1,6531,0.475118665,39.2,11.6,52617,0.813288478
62540,,1621,0.477483035,36.1,0,31917,0.813314038
52168,,179,0.407821229,38.9,0,33500,0.813333333
56168,,812,0.527093596,50.1,0,30962,0.813333333
75416,,2762,0.477914555,42.9,2.8,30847,0.813345356
53020,,3468,0.492502884,49.3,10,37000,0.81336863
26440,,965,0.468393782,43,0,26625,0.813370474
16692,,736,0.504076087,44.8,0,28750,0.813380282
71008,,731,0.526675787,38.3,11.1,32321,0.813380282
63051,,14450,0.510103806,37.2,2.9,30129,0.813407181
75556,,920,0.556521739,42.6,0,31116,0.813411079
52565,,1987,0.476597886,42.5,4.3,30774,0.813422819
07442,,11126,0.476271796,39.8,15.1,46007,0.813436563
16102,,5576,0.486549498,44,11.7,32629,0.813442482
19520,,5639,0.496187267,47.3,10.2,43383,0.813464837
11751,,14293,0.499615196,42.8,12.7,48617,0.813470497
24915,,375,0.410666667,52.8,0,30221,0.813471503
57268,,496,0.552419355,36,0,26111,0.813471503
65641,,964,0.520746888,54.9,0,18707,0.813483146
56323,,588,0.535714286,39.8,0,29896,0.813492063
97454,,1476,0.547425474,46.7,3.7,38523,0.813528336
65466,,1535,0.449511401,39.9,6.1,22826,0.813533835
75495,,6737,0.507347484,42.6,4.5,47480,0.813540091
38313,,3234,0.552566481,42.2,0,30750,0.813559322
62418,,1884,0.513269639,41.1,4.3,32441,0.813559322
68747,,132,0.53030303,34.6,0,46042,0.813559322
69125,,409,0.557457213,41.5,7.3,25882,0.813559322
79530,,426,0.525821596,40.4,10.9,22366,0.813559322
99841,,106,0.556603774,51.7,0,31806,0.813559322
10965,,14794,0.478099229,41.2,35.7,62167,0.813565674
15944,,3723,0.512758528,44.9,4.9,33918,0.813570487
26525,,6782,0.579032734,38.4,0,31932,0.813584531
37317,,2916,0.506515775,44.2,0,26847,0.813587407
06033,2,28469,0.480522674,43.5,14.4,63077,0.813592054
50846,,1133,0.506619594,48.4,14,31563,0.813592233
17545,1,21542,0.490019497,42.5,5.4,36404,0.813602628
50464,,723,0.533886584,39.9,0,36815,0.813620072
16840,,587,0.482112436,30.7,0,16111,0.813636364
56119,,1128,0.506205674,41.5,2,34861,0.813636364
32431,,4086,0.476260401,40.6,3.1,21969,0.813653137
64070,,3118,0.467286722,37.5,11.3,43274,0.813664596
37658,,4136,0.479690522,45.1,6.3,23387,0.813688213
74037,,15397,0.488861467,35,14.6,44965,0.81369248
03109,,9711,0.500669344,40.8,28.2,45000,0.813712807
58752,,193,0.497409326,50.8,20,46250,0.81372549
49128,,4116,0.501943635,46.6,8.8,27238,0.813731343
95524,,1964,0.505600815,42.8,6.9,35776,0.813738441
35172,,3163,0.499841922,43.7,1.4,31823,0.813741722
16360,,1417,0.512350035,43.5,6.3,29583,0.813743219
68722,,584,0.484589041,52.7,0,25217,0.813765182
46795,,5481,0.511950374,44.4,3.3,33307,0.813780261
70031,,1204,0.545681063,46.2,8.3,40313,0.813780261
17212,,877,0.540478905,34.1,24.5,37031,0.813793103
29856,,3698,0.457274202,33.1,0,27440,0.813793103
61772,,338,0.576923077,56.4,0,34671,0.813793103
26150,,6132,0.514514025,37.6,3.4,34389,0.813804857
61816,,465,0.507526882,40.6,0,42850,0.813829787
56551,,2123,0.46820537,51.7,0,29338,0.813852814
70040,,1415,0.476325088,43.2,0,27596,0.813868613
20165,,33306,0.479403111,37.5,17.6,75295,0.813872732
38469,,3765,0.49747676,44.4,7.1,25036,0.81387808
29838,,558,0.541218638,55.1,77.3,39848,0.813880126
52352,,1668,0.520383693,41.9,2.5,40304,0.813880126
97327,,2784,0.464798851,45.9,9.7,31285,0.813907933
43778,,1702,0.49706228,37.7,23.4,29875,0.813909774
16116,,2734,0.485369422,48,0,23712,0.813914501
53952,,3344,0.505980861,48.9,0,27417,0.813920455
85255,6,38309,0.489989298,45.8,22.7,71318,0.813922885
04676,,956,0.519874477,48.3,0,25323,0.813953488
31020,,2383,0.485102812,45.3,0,35488,0.813953488
73734,,993,0.493454179,33.2,0,32537,0.813953488
