ZIP,count,Total,percent_male,MedianAge,percentCollegeDegree,MedianIncome,percent_own
51523,,359,0.417827298,54.5,40,25125,0.668711656
83323,,1970,0.569035533,31,0,23626,0.668721109
53585,,1969,0.483494159,38.5,0,32004,0.668726823
06018,,2782,0.473400431,45.6,0,34736,0.668727915
38673,,670,0.350746269,30.2,1,16641,0.66875
70128,1,17911,0.458880018,33.9,4.2,33647,0.668770664
24484,,1118,0.399821109,34.8,0,27813,0.668776371
14227,,22915,0.47078333,47.8,16.5,37124,0.668781365
62643,,365,0.446575342,41.9,4.8,33000,0.668789809
27855,,5717,0.458107399,42.4,3.9,30143,0.668801464
99801,1,29639,0.515773137,37.4,7.5,44953,0.668832341
19702,3,52830,0.487431384,33.3,13.5,42775,0.66884081
24290,,2469,0.522883759,44.2,0,31914,0.668874172
79720,,34255,0.567595971,37.1,2.5,31021,0.668907404
56732,,1055,0.458767773,47.5,5.7,31172,0.66893424
44691,1,42807,0.486509216,39.5,6.7,30915,0.668988724
78730,,8916,0.510094213,37.8,18.5,66738,0.668992464
73703,,27783,0.483893028,39,22,35893,0.669029723
75115,1,49839,0.460522884,39.6,8.3,41915,0.669032258
23148,,2051,0.521696733,41.7,0,41713,0.669039146
69101,,29745,0.495242898,38.4,4.6,31569,0.669046486
38551,,3843,0.494145199,47,0,20728,0.669104205
43101,,385,0.535064935,32.8,7.4,16362,0.669117647
59926,,452,0.584070796,35.8,,28295,0.669117647
74108,,6695,0.513368185,35.2,0,31195,0.669131958
85646,,1444,0.494459834,61.3,0,35594,0.669163546
58770,,1396,0.487106017,38.1,4,36429,0.669172932
37821,,22086,0.474463461,42.3,0.1,23698,0.669188735
77713,,12368,0.504770375,39.9,14.8,40054,0.669210685
72041,,1424,0.460674157,42.6,0,30338,0.669218989
31815,,2817,0.692225772,36.9,0,19716,0.669220945
13614,,373,0.44772118,47.2,0,39375,0.669230769
30741,1,30809,0.483852121,39.6,2.2,25591,0.669234512
98295,,2129,0.487083138,36.3,0,29909,0.669240669
29105,,937,0.525080043,34.8,29.9,32258,0.669250646
96701,4,39324,0.514545824,42.7,15.1,43676,0.669297257
95333,,3108,0.500643501,33.7,3.3,22972,0.669309173
05767,,1000,0.492,51.3,19.1,35313,0.669354839
80818,,309,0.427184466,44.2,0,27885,0.669354839
74403,,30957,0.480279097,37.9,2.7,29930,0.66937803
46173,,11398,0.49289349,40.7,1.7,31444,0.669401857
69022,,1575,0.500952381,45,0,30742,0.669432918
40351,,19590,0.485145482,32.9,2.3,30185,0.669444045
83815,1,31064,0.497843163,37.7,4.2,28251,0.669445768
08332,,36592,0.480214254,37.9,5.1,33879,0.66945543
80817,,27947,0.491394425,28.8,4.4,40437,0.669461841
90720,,22227,0.474243038,42.2,17.2,53236,0.669465254
91740,1,25961,0.47914179,38.7,8.9,39001,0.669472914
31503,,21445,0.485334577,36.1,4.9,29938,0.669482847
28804,3,20645,0.487285057,42.4,10.7,29995,0.669491525
22980,1,31706,0.469027944,41.9,5.3,31559,0.669507282
95461,1,3439,0.522244839,52,0,32041,0.669509595
22664,,9095,0.473007147,42.1,4.3,21863,0.669510182
76501,,16869,0.466417689,39.3,1.9,31394,0.669532325
71082,,4953,0.447405613,48,4.1,30473,0.669541534
91360,4,43767,0.48031622,41.3,12.3,47473,0.66956346
72025,,857,0.626604434,28.7,28,18750,0.669565217
99208,,50372,0.469367903,37.8,9,36747,0.669575424
45840,1,54941,0.484319543,38.7,6.9,33615,0.669576662
48195,,29800,0.47942953,41.9,4.4,37607,0.669598593
24517,,5535,0.433062331,45.5,19.2,35691,0.669609079
21130,,365,0.591780822,27,,25450,0.669642857
73116,,9674,0.450899318,38.8,26.9,43443,0.669662921
43164,,2477,0.551877271,34.5,15.3,34056,0.669677419
02881,1,7681,0.455409452,19.8,2.6,70979,0.66967954
43935,,8733,0.47314783,43.6,5.7,28288,0.66969535
71055,,20291,0.495884875,41.1,0.5,27972,0.669753086
91791,2,31796,0.459460309,37.9,11.5,41380,0.669769284
45245,,19487,0.487247909,38.7,21.4,40208,0.669804023
17749,,266,0.54887218,43.8,0,32344,0.669811321
95668,,844,0.587677725,45.7,2.4,53500,0.66984127
58703,,19644,0.509773977,31.1,8.5,35555,0.669867636
65680,,1109,0.562669071,48.7,0,25898,0.66988417
49444,1,27091,0.493521834,36.2,2.3,25536,0.669897032
72419,,1622,0.497533909,47.7,16.5,23175,0.669902913
77864,,6761,0.467534388,39.9,0,25007,0.66992769
94920,1,12528,0.458492976,49.6,12.5,90704,0.669931621
74030,,3637,0.458069838,34,0,31070,0.669932178
40741,2,22623,0.478627945,37.7,6.5,27312,0.669934641
39083,,10552,0.468821077,38.1,10.4,25285,0.669939989
12746,,1326,0.574660633,33.7,0,35958,0.669950739
47803,,21614,0.505413158,35,11.1,32033,0.669985605
50701,,29075,0.495958727,38.6,11.3,32374,0.669996902
35136,,1695,0.601769912,42.5,0,28182,0.670014347
76207,,11477,0.471290407,36.8,13.5,35160,0.670015628
72404,1,23665,0.49879569,33.5,26.6,39943,0.670097449
66757,,3429,0.4797317,41.9,6.8,27500,0.670149254
59027,,659,0.53262519,47.4,0,31055,0.670212766
84712,,235,0.6,42,0,22083,0.670212766
24553,,2490,0.524899598,35.2,0,20563,0.670225386
04344,,2831,0.484987637,39.6,0,29476,0.670245399
25039,,1401,0.503925767,31.5,0,30023,0.670305677
55075,,20326,0.497490898,36.6,9.2,37188,0.670306446
24892,,1544,0.535621762,44.4,27.5,36429,0.670347003
23177,,962,0.5997921,31.3,0,25244,0.67037037
90815,,40966,0.483303227,36.9,7.4,53801,0.670376654
13365,,8978,0.514591223,43.2,2.5,32471,0.670383817
12487,,3230,0.522910217,42.8,19.6,45662,0.6704
86335,,5196,0.47113164,48.8,0,21608,0.670415225
02467,1,23092,0.448423697,23.4,7.2,73581,0.670418251
62286,,6173,0.510286733,41.6,4.5,31104,0.670419255
89442,,999,0.467467467,29.9,3.6,22500,0.670422535
67952,,793,0.500630517,31.8,9.6,30147,0.670454545
76271,,1310,0.496946565,39.2,3.7,31196,0.670454545
12528,,13119,0.478237671,42,13.6,43594,0.670469671
07432,,7180,0.461699164,41.7,9.5,54752,0.670483005
07663,1,13741,0.483662033,40.5,22.5,49068,0.670518005
00952,,9611,0.482988243,40.3,0.6,16133,0.670530811
38242,1,19903,0.478018389,42.5,7.1,26500,0.670549691
34743,1,37575,0.496793081,34.2,6,25574,0.67055819
25534,,265,0.501886792,50.3,0,25286,0.670588235
29042,,5587,0.512260605,34.7,0,24854,0.670600308
46952,,19915,0.453929199,44.9,8.2,29409,0.670631803
47981,,934,0.570663812,33.7,0,46196,0.670658683
52142,,1662,0.583032491,25.7,7.7,28750,0.670658683
59231,,389,0.411311054,38,0,20297,0.670658683
11234,1,94259,0.468899522,38.4,15,42830,0.670668042
43963,,1314,0.449010654,44.5,11.3,27093,0.670668954
20722,,5408,0.467085799,35.1,6.9,30617,0.670709521
38730,,1802,0.483351831,30.9,6.1,27716,0.670710572
97910,,617,0.542949757,45.5,0,26563,0.670731707
58401,,17220,0.49738676,42.8,7.9,33603,0.670780255
95423,,3234,0.578849722,49.2,13.5,21589,0.670798898
76374,,3916,0.498467824,42.1,0,22196,0.670811518
31220,,13695,0.464768164,36.2,18.5,33659,0.670835815
29175,,352,0.400568182,46.3,,32857,0.670886076
95472,2,29381,0.492393043,50.3,6.4,42205,0.670901961
98445,,29948,0.49034994,35.9,4.3,38024,0.670905152
79057,,1198,0.471619366,40,0,33125,0.670995671
91978,,9276,0.488680466,35.4,1.6,40069,0.6710013
58054,,3134,0.503509892,42.7,8.7,33233,0.67101227
75253,1,18370,0.499618944,28.2,0,25467,0.671032934
68632,,3774,0.480657128,41,4.2,32966,0.671035387
97144,1,186,0.612903226,49.9,0,15000,0.671052632
14892,,8074,0.481174139,41.3,10.2,33354,0.67105657
90402,1,11749,0.493403694,48.6,19.9,81250,0.671057514
28562,,36394,0.47955707,41.8,6.3,32093,0.671084018
24077,,1237,0.52061439,40.1,0,45806,0.671102662
71407,,653,0.479326187,37.1,0,40179,0.671111111
63541,,325,0.510769231,47.8,50,25673,0.67114094
99330,,680,0.552941176,49.1,40.9,40824,0.671186441
29161,,11303,0.473148722,38.8,9.1,26959,0.671213209
16939,,416,0.512019231,28.9,0,22250,0.671232877
64164,,341,0.498533724,58.6,0,63971,0.671232877
81027,,155,0.580645161,48.6,0,26875,0.671232877
20874,1,58537,0.48521448,34.2,13.6,52239,0.671258841
35961,,7162,0.492320581,36.2,0,22148,0.671298134
39735,,4073,0.509452492,38.8,1,26989,0.671350031
97405,3,44220,0.491293532,42.2,13.9,34217,0.671355024
39063,,3477,0.477423066,30.7,9.3,22708,0.671404682
90266,3,35324,0.493120824,41.1,22.4,84103,0.67140825
59477,,482,0.587136929,35.9,0,9625,0.671428571
65321,,497,0.559356137,44.1,12.6,30341,0.671428571
68623,,305,0.449180328,49.7,0,17955,0.671428571
88056,,126,0.658730159,48,,14464,0.671428571
72160,,10774,0.492389085,41.1,8.4,28302,0.671431762
60466,2,22667,0.459610888,35.8,1.7,34522,0.671471114
40831,,5337,0.43582537,41,0,26746,0.671483622
94925,1,9326,0.454535707,45.1,12.4,63567,0.671527245
64653,,668,0.526946108,40.5,4.9,27500,0.671532847
52632,,13194,0.480142489,39.3,4.5,26925,0.671534231
67842,,597,0.520938023,41.8,0,35859,0.671568627
83402,1,25335,0.500769686,35.3,4,26672,0.671635434
17110,1,24752,0.476082741,39.6,8.3,39400,0.671641791
81149,,1028,0.48151751,50.1,0,29239,0.671641791
96778,,14056,0.492174161,40.7,2.3,24300,0.671644724
13607,,1886,0.534994698,49.3,5,20091,0.671693735
76832,,568,0.605633803,46.8,46,24884,0.671717172
03263,,4101,0.507193367,39.6,0,37985,0.671740569
95456,,725,0.299310345,62.6,0,19653,0.671755725
20705,,25487,0.486954133,37.1,18.2,43292,0.671775959
78362,,9578,0.505533514,31.7,0.7,37857,0.671783148
63301,,49549,0.510908394,37.2,6.9,35397,0.671809329
48476,,741,0.465587045,38.4,0,32303,0.671814672
71603,,34047,0.48195142,39.4,3.9,31301,0.671822209
58737,,130,0.492307692,54.7,0,15000,0.671875
79001,,287,0.491289199,42.1,0,38365,0.671875
83285,,192,0.505208333,26.8,0,13000,0.671875
99738,,131,0.580152672,57.8,15,9821,0.671875
65535,,1689,0.508584962,36.4,30.5,21103,0.671957672
97065,,733,0.474761255,49,12.7,29167,0.671974522
96065,,338,0.591715976,53.3,0,46563,0.672
99606,,376,0.446808511,27.7,0,24063,0.672
37055,1,27780,0.474010079,37.6,2.9,30529,0.6720023
78384,,6329,0.513193237,32.1,0,21690,0.672030289
97007,2,69469,0.486375218,35.5,7.9,40048,0.672043011
13313,,486,0.434156379,32.7,0,22969,0.672043011
96707,9,39967,0.503590462,34.2,7.8,44307,0.672045765
74728,,11262,0.493873202,40.9,1.4,25223,0.672079387
76901,1,27527,0.496784975,35,5.6,27583,0.672111369
97436,1,857,0.488914819,51.1,0,30556,0.672131148
30441,,1825,0.481643836,41.2,4.8,31700,0.672131148
71029,,130,0.515384615,59.6,0,27188,0.672131148
72055,,816,0.43627451,35.8,0,30000,0.672131148
84329,,180,0.555555556,31.3,0,11833,0.672131148
29330,,8216,0.483325219,38.7,9.7,31166,0.672136422
79336,,16941,0.488755091,33.6,2.7,32067,0.672150411
19061,,20087,0.465027132,38.5,6.8,39722,0.672212532
20876,,26037,0.473288013,33.9,16.4,51617,0.672228705
93514,,14250,0.501192982,46.7,4,32399,0.672240803
28001,,26386,0.472940196,40.8,5,31314,0.672243346
12090,,6127,0.468581688,43.6,7.9,32926,0.67225482
94402,4,23289,0.488170381,42.8,23.7,66034,0.672299081
39211,1,24742,0.456713281,36.3,22.5,35809,0.672315271
30434,,6009,0.48310867,35.7,2.9,28398,0.672327672
39560,,16987,0.440042385,37.8,7.3,35520,0.672329715
01370,,4113,0.469973256,47.9,3.5,34485,0.672335601
75503,,24633,0.488085089,39.6,7.3,37013,0.672340426
24219,,11661,0.543606895,39.5,6.5,23994,0.672357519
19440,,18191,0.49914793,42.1,23.2,40609,0.672367108
18351,,570,0.440350877,37,5.6,37656,0.672413793
39358,,1630,0.439877301,25.4,3.7,24229,0.672413793
42276,,13649,0.491098249,42.9,1.5,24262,0.672461274
87110,2,38170,0.480875033,42.7,8.6,34511,0.672470884
28766,,1241,0.576148268,49.4,0,31989,0.672489083
04988,2,2373,0.447956174,31,3.8,31756,0.6725
32773,1,28698,0.508119033,35.9,13.5,27419,0.672523795
68901,,26199,0.498759495,36.9,4.2,31104,0.672533886
31784,,764,0.556282723,35,0,34167,0.672535211
95674,,739,0.50608931,43.2,13.5,34750,0.672535211
11021,,17467,0.456403504,46.1,28.9,65543,0.672563999
20110,7,45480,0.514599824,33.1,4,38160,0.672566372
47950,,1003,0.53439681,42,0,18707,0.672566372
95627,,3171,0.457269,33,3.9,31284,0.672566372
42754,,15476,0.493473766,38.3,3.2,26818,0.672596647
95659,,760,0.481578947,38.4,13.5,35900,0.672597865
23417,,3784,0.48705074,53,3.8,35283,0.672638436
95242,1,25525,0.480195886,39.9,5.3,43708,0.672638774
89425,,756,0.591269841,52.9,67.8,22260,0.672661871
37738,6,5356,0.442867812,53.8,7.6,22144,0.672680412
20121,,28902,0.509065117,31.8,26.4,51775,0.672683026
54729,,31691,0.515319807,40.1,4.6,33976,0.672708884
33193,,45852,0.484798918,39.3,4.2,29657,0.672714953
70032,,4305,0.498954704,33.7,10.3,30876,0.672715489
84532,1,9525,0.517690289,39.3,4.2,26351,0.672727273
12581,,2159,0.509958314,46.2,8.1,36300,0.672727273
15337,,708,0.52259887,42.4,4.5,33056,0.672727273
57440,,492,0.544715447,40.6,10.8,24231,0.672727273
59745,,126,0.5,53.1,0,28750,0.672727273
75850,,691,0.516642547,37.9,13.5,24298,0.672727273
95526,,273,0.432234432,57.9,0,11141,0.672727273
77845,2,50799,0.490856119,29.7,17.5,48376,0.6727663
38401,4,54353,0.481666145,38.7,2.9,29339,0.672793262
32311,,19400,0.44443299,37.6,18.8,42754,0.672798782
42141,,31166,0.482865944,39.7,5.4,28095,0.67280418
81639,,2365,0.525581395,40.1,12.7,36088,0.672820513
43460,,6334,0.484685823,39.2,15.6,34700,0.672837174
95957,,875,0.522285714,44.4,3.9,41435,0.672839506
28373,,2469,0.476306197,34.5,6.6,27197,0.672866521
76108,1,38783,0.487326922,35.1,5.8,38908,0.672871202
67068,,4280,0.49228972,43.5,6.5,31100,0.672875437
92865,,19529,0.508320959,35.3,8.4,48336,0.672877511
28516,,11773,0.48577253,44.2,1.7,29748,0.672883253
43951,,221,0.452488688,62.7,0,31736,0.672897196
62992,,835,0.54491018,46.1,2.6,26094,0.672897196
76370,,266,0.372180451,51.6,0,25500,0.672897196
97123,11,45035,0.490063284,33.3,7.7,33123,0.672912879
95323,,1182,0.529610829,37.9,0,38250,0.672922252
35801,2,22253,0.496112884,44,16,40860,0.672935405
34420,,16322,0.478495282,40.7,0,25139,0.67295797
60169,,34103,0.494531273,34.5,16.1,39667,0.672975277
50001,,825,0.536969697,35.3,0,30781,0.673003802
14513,,13905,0.477454153,42.3,5,30287,0.673008535
67212,,44221,0.483390244,37.3,13.5,38926,0.673015347
33706,5,16030,0.48621335,53.5,11.8,40201,0.673058712
71671,,8595,0.492844677,40.3,5.7,25717,0.673066221
85295,2,37949,0.494426731,31.5,3.3,50519,0.673076923
43464,,1464,0.521857923,44.3,0,38423,0.673076923
58773,,837,0.495818399,35.7,7.8,41250,0.673076923
59066,,651,0.525345622,26.2,0,20313,0.673076923
98930,,16725,0.504394619,28,1.1,23944,0.673076923
47201,,42583,0.499495104,36.6,8.6,34401,0.673110071
33870,1,21626,0.523767687,46.8,2.9,21762,0.673122664
51104,1,22509,0.484561731,33.8,10.3,32928,0.673129862
24283,,2206,0.472801451,46.3,0,27429,0.673139159
25653,,722,0.502770083,53.2,0,30657,0.673139159
11422,,33280,0.442067308,35,8.7,44060,0.673140125
08865,,29824,0.472404775,40.9,6.7,37695,0.673155827
27935,,1494,0.463186078,41.4,5.8,40417,0.673202614
73742,,4167,0.509239261,33.9,3.5,31591,0.673207037
78644,,17542,0.509234979,37.4,2.4,29185,0.673232908
30084,2,35524,0.494004054,37.4,5.9,33145,0.673243002
38963,,5414,0.757480606,32.2,0,15962,0.673267327
72426,,218,0.486238532,48.8,0,20313,0.673267327
46237,1,40329,0.481142602,34.2,20.5,39396,0.673275024
11428,,20307,0.486384006,39.4,9.7,35869,0.673276013
22003,,58390,0.478729234,40,16.5,42609,0.673305527
99350,,13636,0.517820475,33.7,4.6,30108,0.673313914
36274,,11045,0.465821639,39.7,3.2,29785,0.673319569
40380,,5921,0.542307043,40.5,0.9,21618,0.673333333
99140,,360,0.544444444,47,0,40833,0.673333333
78028,1,39160,0.486031665,47.4,2.5,30182,0.673346941
77565,,5735,0.518744551,43.6,5,50538,0.673349057
95451,,12248,0.489141084,44.7,6.4,21556,0.673349314
58316,,6726,0.50044603,27.2,3.1,30152,0.673371648
59840,,12979,0.512828415,50.4,7,22388,0.673382278
44883,,29438,0.490386575,39.8,6.3,30398,0.673438609
97448,,12441,0.514669239,45,2.6,25382,0.673447764
96706,1,65260,0.505393809,32.5,5.5,39246,0.67346589
53511,,48785,0.474654094,37.6,4.4,29059,0.673486741
58801,,20786,0.525642259,34.7,6.6,41999,0.673497904
27869,,2251,0.46068414,47.6,0,18165,0.673518742
65682,,2294,0.5,43.1,28.8,24348,0.673535792
11501,,18991,0.492654415,41.9,28.2,48750,0.67353905
04662,,420,0.483333333,60.9,0,38083,0.673553719
32832,1,16194,0.476843275,31.7,15.1,40888,0.673560976
19363,,17104,0.482343312,34,10.4,38190,0.673636364
92583,,30029,0.49532119,32,1.4,24954,0.673637516
51040,,3763,0.493223492,45.2,0,29528,0.673650794
63033,,41434,0.46092581,39.8,5.8,36796,0.673661619
89052,1,50246,0.478764479,41.9,19.6,47828,0.673666317
12520,,3068,0.456649283,41.9,25.5,44503,0.673701299
30822,,820,0.55,31.6,0,14670,0.673728814
24620,,3439,0.448676941,32.4,0,20326,0.673742138
99012,,1087,0.536338546,37.7,9.5,26359,0.673758865
95628,1,40921,0.486864935,44.2,9.3,46049,0.673767983
91744,1,84674,0.50406264,31.1,3.4,27124,0.673779992
57448,,410,0.5,46.8,4.2,25750,0.673796791
62921,,510,0.435294118,34.7,0,15565,0.673796791
92870,,52794,0.494904724,36.8,10.3,41664,0.673804295
23664,,9170,0.462159215,42.4,12.6,41762,0.673830594
85730,,39142,0.499667876,37.1,4.4,30872,0.673840299
76135,1,20550,0.487688564,39.8,0.4,36170,0.673840445
30213,,28726,0.45370048,32.7,5.5,36789,0.673850717
99603,,9628,0.497091816,41.8,6.9,33382,0.673853779
71853,,233,0.532188841,36.6,0,9958,0.673913043
75780,,187,0.620320856,28.6,0,12411,0.673913043
99030,,967,0.524301965,47.9,0,38145,0.673913043
34653,,30502,0.471870697,46.4,3.9,27991,0.67392492
42749,,5148,0.461149961,37.8,12,20773,0.673956262
08203,,9480,0.486075949,50.2,19.9,37295,0.673963134
59501,,12529,0.504669168,35.9,4.1,31246,0.673983085
43230,2,52819,0.479619076,36.4,20.2,45608,0.673985858
84070,4,25137,0.486931615,31.2,13.1,35953,0.673992257
68791,,1794,0.484949833,36.7,13.4,31866,0.674025974
46323,,22561,0.491999468,34.6,4.1,31069,0.674035173
61234,,1396,0.493553009,39.4,15.8,40278,0.674061433
29307,,19317,0.472692447,42.8,17.7,32948,0.674092706
62203,,7542,0.504640679,42.2,4.8,22134,0.674098848
96795,,10519,0.480178724,34.1,0,32166,0.674125305
62864,,24124,0.485698889,41.5,5,28694,0.674136413
88005,,29448,0.492291497,35.7,8.2,26882,0.67413857
33905,,30339,0.552160585,37.9,2.4,24380,0.674146941
91711,8,36011,0.472411208,39.4,7,52045,0.674152506
29939,,218,0.518348624,38.5,0,32500,0.674157303
42103,,20264,0.488797868,39.3,6.7,35997,0.674157303
61443,,14037,0.508869417,38.2,7.6,26734,0.674174691
64504,,10746,0.546901173,37.4,3.9,27920,0.674177215
79556,,13006,0.500076888,37.9,1.3,23179,0.674192868
27831,,3871,0.407129941,38.6,4.4,27247,0.674217189
59102,1,47930,0.468182767,40.4,9.6,33384,0.67425144
98620,,7785,0.508542068,43.8,1.1,21957,0.674254569
45065,,5065,0.491214215,35.1,2.4,34466,0.67426204
61108,1,29642,0.493590176,39.4,14.1,32317,0.674277017
74631,,7652,0.500130685,39.9,6.4,25507,0.674290942
66211,12,4569,0.425476034,52.5,33.8,64412,0.674298056
55912,3,28806,0.498125391,37.8,3.6,31506,0.674321325
99203,,20361,0.500564805,43,24.4,43104,0.674332511
70094,,31549,0.470125836,36.2,3.7,28940,0.674332865
29039,,4238,0.442897593,32.1,6.8,22340,0.674339878
37318,,1672,0.465909091,38.8,2.8,28370,0.674355495
89801,1,22824,0.504293726,30.9,8.9,43817,0.674375692
41607,,522,0.423371648,22,0,17917,0.674418605
67762,,370,0.454054054,44.6,11.1,27019,0.674418605
72004,,1130,0.494690265,37.4,0,24075,0.674418605
56164,,5911,0.488749789,42,5.4,31490,0.674437628
54952,,25714,0.492999922,37.5,7.3,32638,0.674444342
38037,,2159,0.499768411,35.7,0,27762,0.674479167
88063,,13000,0.467769231,27.4,0.7,16494,0.674485954
73075,,9469,0.48695744,40.8,1.3,29210,0.674530984
95688,7,34599,0.502615683,38.4,5.4,46455,0.674533258
33062,2,22329,0.489363608,57.4,14,41429,0.674541948
99632,,760,0.493421053,20.8,0,22386,0.674556213
21220,,39816,0.490255174,38.1,3.8,41117,0.674557403
45885,,12736,0.505810302,40.3,0.9,30157,0.674591099
25049,,665,0.661654135,28,0,53077,0.674641148
79763,,34258,0.487827661,28.1,1.9,30509,0.674643269
04461,,3054,0.483628029,46.2,0,30940,0.674644727
99217,,17720,0.487528217,35.4,8.7,31832,0.674652679
55118,,27718,0.482358034,44.2,8.2,41129,0.674661541
92028,,47282,0.507169747,40.8,2.8,33626,0.674680826
34972,1,20461,0.573481257,33.8,2,21507,0.674694528
03581,4,3179,0.489776659,45.2,8.2,36062,0.674707099
00685,,41947,0.488020597,39.7,6.1,14484,0.674735949
12065,4,42069,0.489624189,40.8,18.5,51575,0.674740688
95961,,26753,0.507195455,29.9,0.5,29765,0.674783684
55987,,35624,0.476897597,31.5,7.4,32676,0.674817898
70570,1,39387,0.463046183,35.1,0.6,27210,0.67482197
57501,,16302,0.491657465,40.3,24.4,35995,0.674839288
34140,,297,0.696969697,69.7,0,,0.674846626
83210,,3429,0.519101779,29.5,4.1,27861,0.674858223
29662,,14604,0.443440153,38.8,11.9,36294,0.674877678
37110,,33063,0.498049179,39.1,2.9,26043,0.674887195
33838,,3611,0.481307117,44.1,0,23762,0.674899866
73027,,1406,0.532716927,40.6,4.3,29338,0.674904943
64762,,1329,0.477050414,41.8,3.4,28200,0.674958541
29673,,25872,0.462275819,39,2.6,31894,0.674989725
12943,,216,0.50462963,58.1,,50250,0.675
88112,,214,0.485981308,39,0,30577,0.675
93023,1,20512,0.486983229,47.7,7.5,33698,0.675028651
01085,1,40721,0.488617667,39.1,9.6,42459,0.6750294
85233,,39027,0.487867374,34.7,10.8,43987,0.675043453
07732,,5112,0.533450704,45.1,24.1,54722,0.675051546
27876,,1596,0.463032581,43,0,22179,0.675090253
30445,,3574,0.501678791,33.1,7.2,26613,0.675090253
37072,1,29970,0.47007007,42.3,6.8,32504,0.675112519
51230,,581,0.437177281,25.8,12.5,25526,0.675126904
37166,,13470,0.502152932,40.4,4.3,25504,0.675129948
54520,,4281,0.508292455,39.6,2.1,26594,0.6751329
36582,,25368,0.488055818,36.5,1.1,30259,0.675154485
18103,,48527,0.466111649,38.2,13.9,32803,0.675158175
94940,1,228,0.48245614,62.4,,18448,0.675159236
78359,,1938,0.497936017,35.7,0,26932,0.675170068
95310,,1648,0.509708738,56.3,0,17321,0.675191816
97338,,20176,0.492813243,39.8,3.3,31616,0.675209136
18336,,4158,0.445887446,44.6,5.1,34306,0.675260896
49024,1,28561,0.475263471,36.8,16.7,41527,0.675263571
57401,1,30402,0.481349911,37.8,6.7,35017,0.675299575
89031,,62455,0.489168201,32.7,5.1,36189,0.675311149
33558,,20550,0.486715328,40.6,8.7,44671,0.675311203
27589,,8734,0.478932906,44.7,1.8,25390,0.675320407
54760,,180,0.505555556,56.8,0,34375,0.675324675
98814,,346,0.465317919,38.5,0,28125,0.675324675
59872,1,2205,0.53015873,53.5,23.2,16806,0.675339367
65775,,24256,0.484663588,40.2,2.9,25352,0.675340897
21078,,18417,0.480914373,43.7,7.2,44802,0.675437442
25044,,334,0.556886228,39.2,,,0.675438596
38358,,11372,0.45269082,39.6,4.3,27352,0.675454143
27305,,1668,0.477218225,47,22.9,23448,0.675487465
54301,1,22552,0.498004612,37.7,10.9,32489,0.675513699
56721,,9997,0.492147644,36.1,8.6,37279,0.675525183
06330,,3366,0.501782531,40.4,2.8,42307,0.675535846
08326,,1586,0.56557377,33.7,24.2,32259,0.675675676
76874,,61,1,26.8,100,,0.675675676
79255,,622,0.448553055,46,0,25893,0.675675676
46131,,31072,0.485420958,36.5,4.3,35023,0.675709441
43113,,23401,0.482030682,42.2,3.3,32205,0.675729886
88124,,1075,0.450232558,36.2,16.7,30536,0.675732218
28439,,1818,0.46479648,46.9,0,31307,0.675749319
39120,,32501,0.498723116,39.8,4.1,26254,0.675771288
20194,,13501,0.464780387,39,39.8,82622,0.675796727
37061,,5185,0.477338476,41.2,2.7,28774,0.675796813
08028,,20121,0.484916257,27.9,7,43901,0.675802031
21620,,12364,0.435781301,46.7,4.6,38032,0.675818374
30224,,25651,0.49233948,38.1,3.1,34786,0.675858426
78244,,30527,0.470829102,30.4,2.3,31610,0.675862069
39702,1,22239,0.486307838,36.8,3.8,27038,0.675867788
79027,,5080,0.48503937,32.3,1.1,24944,0.675870348
69210,,2478,0.491525424,46.9,1.9,27170,0.675873274
27542,,8701,0.467877255,39.5,5.2,32063,0.675945537
96704,,7117,0.487846003,42.5,5,26988,0.675956739
25606,,818,0.528117359,27.5,0,38864,0.675958188
81212,,29956,0.57247296,42.7,1.2,25732,0.675975587
74965,,5511,0.491017964,36.9,4.3,25625,0.675983437
02540,,8554,0.467149871,56.5,6.5,46232,0.675984443
04011,,20319,0.471381466,43.3,6.9,32521,0.676017001
31636,,9616,0.466930116,36.1,5.8,29634,0.676027794
75402,1,16029,0.494790692,39.1,16.6,42253,0.676030885
24271,,2559,0.472840953,43.8,5.3,27485,0.676043557
23231,1,35211,0.47888444,38.3,13.4,37788,0.676048165
68929,,177,0.412429379,46.3,0,25313,0.676056338
89410,1,10432,0.51735046,48.3,5.6,39219,0.676062742
27546,,19613,0.501402131,32.9,10,30237,0.67609709
16001,,39863,0.495020445,44.7,9.5,32726,0.676104774
56292,,612,0.495098039,37.5,20,36354,0.67611336
33176,2,51207,0.483254243,40.5,12.4,40478,0.676118893
43311,1,19361,0.477919529,38.5,2.6,31182,0.676183027
07403,,7693,0.496295333,38.9,19.2,50277,0.676186944
46984,,162,0.50617284,60.5,,30729,0.676190476
63782,,312,0.493589744,44.5,0,23929,0.676258993
28659,,20539,0.50055991,42.3,3.7,24507,0.676282838
72948,,384,0.5859375,47.6,0,13344,0.676300578
80734,,2931,0.510064824,37.5,0,26000,0.67630597
28743,,1894,0.421330517,51.4,0,18309,0.676307008
89705,,5350,0.486168224,41.1,0,35435,0.676367285
33431,,18026,0.498613114,39.5,5,39955,0.67640012
51063,,1253,0.461292897,43.4,0,31414,0.676409186
23005,5,14798,0.487430734,41.6,6.7,39874,0.676470588
28039,,90,0.255555556,37.5,0,,0.676470588
32448,,8530,0.527901524,43.8,1.6,22381,0.676470588
