UA,UANAME,ZCTA5
99999,Not in a 2010 urban area,12770
99999,Not in a 2010 urban area,12769
99999,Not in a 2010 urban area,12768
99999,Not in a 2010 urban area,12767
99999,Not in a 2010 urban area,12766
99999,Not in a 2010 urban area,12765
99999,Not in a 2010 urban area,12764
99999,Not in a 2010 urban area,12763
99999,Not in a 2010 urban area,12762
99999,Not in a 2010 urban area,12760
99999,Not in a 2010 urban area,12759
99999,Not in a 2010 urban area,12758
49663,"Liberty, NY Urban Cluster",12754
99999,Not in a 2010 urban area,12754
99999,Not in a 2010 urban area,12752
58843,"Monticello, NY Urban Cluster",12751
83210,"South Fallsburg, NY Urban Cluster",12751
99999,Not in a 2010 urban area,12751
99999,Not in a 2010 urban area,12750
99999,Not in a 2010 urban area,12749
99999,Not in a 2010 urban area,12748
99999,Not in a 2010 urban area,12747
71209,"Port Jervis, NY--PA Urban Cluster",12746
99999,Not in a 2010 urban area,12746
99999,Not in a 2010 urban area,12745
99999,Not in a 2010 urban area,12743
99999,Not in a 2010 urban area,12742
99999,Not in a 2010 urban area,12741
99999,Not in a 2010 urban area,12740
99999,Not in a 2010 urban area,12738
99999,Not in a 2010 urban area,12737
99999,Not in a 2010 urban area,12736
49663,"Liberty, NY Urban Cluster",12734
99999,Not in a 2010 urban area,12734
83210,"South Fallsburg, NY Urban Cluster",12733
99999,Not in a 2010 urban area,12733
99999,Not in a 2010 urban area,12732
99999,Not in a 2010 urban area,12729
99999,Not in a 2010 urban area,12726
99999,Not in a 2010 urban area,12725
99999,Not in a 2010 urban area,12724
99999,Not in a 2010 urban area,12723
97399,"Wurtsboro, NY Urban Cluster",12722
99999,Not in a 2010 urban area,12722
66276,"Otisville, NY Urban Cluster",12721
97399,"Wurtsboro, NY Urban Cluster",12721
99999,Not in a 2010 urban area,12721
99999,Not in a 2010 urban area,12720
99999,Not in a 2010 urban area,12719
58843,"Monticello, NY Urban Cluster",12701
99999,Not in a 2010 urban area,12701
71803,"Poughkeepsie--Newburgh, NY--NJ Urbanized Area",12604
71803,"Poughkeepsie--Newburgh, NY--NJ Urbanized Area",12603
99999,Not in a 2010 urban area,12603
71803,"Poughkeepsie--Newburgh, NY--NJ Urbanized Area",12601
99999,Not in a 2010 urban area,12601
71803,"Poughkeepsie--Newburgh, NY--NJ Urbanized Area",12594
99999,Not in a 2010 urban area,12594
99999,Not in a 2010 urban area,12592
71803,"Poughkeepsie--Newburgh, NY--NJ Urbanized Area",12590
99999,Not in a 2010 urban area,12590
71803,"Poughkeepsie--Newburgh, NY--NJ Urbanized Area",12589
92470,"Watchtower, NY Urban Cluster",12589
99999,Not in a 2010 urban area,12589
71803,"Poughkeepsie--Newburgh, NY--NJ Urbanized Area",12586
91252,"Walden, NY Urban Cluster",12586
99999,Not in a 2010 urban area,12586
99999,Not in a 2010 urban area,12585
73828,"Red Hook, NY Urban Cluster",12583
99999,Not in a 2010 urban area,12583
63217,"New York--Newark, NY--NJ--CT Urbanized Area",12582
71803,"Poughkeepsie--Newburgh, NY--NJ Urbanized Area",12582
99999,Not in a 2010 urban area,12582
99999,Not in a 2010 urban area,12581
71803,"Poughkeepsie--Newburgh, NY--NJ Urbanized Area",12580
99999,Not in a 2010 urban area,12580
71803,"Poughkeepsie--Newburgh, NY--NJ Urbanized Area",12578
99999,Not in a 2010 urban area,12578
71803,"Poughkeepsie--Newburgh, NY--NJ Urbanized Area",12577
99999,Not in a 2010 urban area,12577
71803,"Poughkeepsie--Newburgh, NY--NJ Urbanized Area",12575
99999,Not in a 2010 urban area,12575
99999,Not in a 2010 urban area,12574
73828,"Red Hook, NY Urban Cluster",12572
74314,"Rhinebeck, NY Urban Cluster",12572
99999,Not in a 2010 urban area,12572
73828,"Red Hook, NY Urban Cluster",12571
99999,Not in a 2010 urban area,12571
71803,"Poughkeepsie--Newburgh, NY--NJ Urbanized Area",12570
99999,Not in a 2010 urban area,12570
71803,"Poughkeepsie--Newburgh, NY--NJ Urbanized Area",12569
99999,Not in a 2010 urban area,12569
99999,Not in a 2010 urban area,12567
92470,"Watchtower, NY Urban Cluster",12566
97399,"Wurtsboro, NY Urban Cluster",12566
99999,Not in a 2010 urban area,12566
99999,Not in a 2010 urban area,12565
71803,"Poughkeepsie--Newburgh, NY--NJ Urbanized Area",12564
99999,Not in a 2010 urban area,12564
22096,"Danbury, CT--NY Urbanized Area",12563
63217,"New York--Newark, NY--NJ--CT Urbanized Area",12563
99999,Not in a 2010 urban area,12563
45262,"Kingston, NY Urbanized Area",12561
71803,"Poughkeepsie--Newburgh, NY--NJ Urbanized Area",12561
99999,Not in a 2010 urban area,12561
71803,"Poughkeepsie--Newburgh, NY--NJ Urbanized Area",12553
99999,Not in a 2010 urban area,12553
71803,"Poughkeepsie--Newburgh, NY--NJ Urbanized Area",12550
99999,Not in a 2010 urban area,12550
55750,"Maybrook, NY Urban Cluster",12549
71803,"Poughkeepsie--Newburgh, NY--NJ Urbanized Area",12549
91252,"Walden, NY Urban Cluster",12549
99999,Not in a 2010 urban area,12549
71803,"Poughkeepsie--Newburgh, NY--NJ Urbanized Area",12548
99999,Not in a 2010 urban area,12548
71803,"Poughkeepsie--Newburgh, NY--NJ Urbanized Area",12547
99999,Not in a 2010 urban area,12547
99999,Not in a 2010 urban area,12546
99999,Not in a 2010 urban area,12545
55750,"Maybrook, NY Urban Cluster",12543
99999,Not in a 2010 urban area,12543
71803,"Poughkeepsie--Newburgh, NY--NJ Urbanized Area",12542
99999,Not in a 2010 urban area,12542
71803,"Poughkeepsie--Newburgh, NY--NJ Urbanized Area",12540
99999,Not in a 2010 urban area,12540
71803,"Poughkeepsie--Newburgh, NY--NJ Urbanized Area",12538
99999,Not in a 2010 urban area,12538
40537,"Hudson, NY Urban Cluster",12534
99999,Not in a 2010 urban area,12534
71803,"Poughkeepsie--Newburgh, NY--NJ Urbanized Area",12533
99999,Not in a 2010 urban area,12533
63217,"New York--Newark, NY--NJ--CT Urbanized Area",12531
71803,"Poughkeepsie--Newburgh, NY--NJ Urbanized Area",12531
99999,Not in a 2010 urban area,12531
99999,Not in a 2010 urban area,12530
99999,Not in a 2010 urban area,12529
71803,"Poughkeepsie--Newburgh, NY--NJ Urbanized Area",12528
99999,Not in a 2010 urban area,12528
71803,"Poughkeepsie--Newburgh, NY--NJ Urbanized Area",12527
99999,Not in a 2010 urban area,12526
99999,Not in a 2010 urban area,12525
71803,"Poughkeepsie--Newburgh, NY--NJ Urbanized Area",12524
99999,Not in a 2010 urban area,12524
99999,Not in a 2010 urban area,12523
99999,Not in a 2010 urban area,12522
99999,Not in a 2010 urban area,12521
71803,"Poughkeepsie--Newburgh, NY--NJ Urbanized Area",12520
99999,Not in a 2010 urban area,12520
71803,"Poughkeepsie--Newburgh, NY--NJ Urbanized Area",12518
99999,Not in a 2010 urban area,12518
99999,Not in a 2010 urban area,12517
99999,Not in a 2010 urban area,12516
71803,"Poughkeepsie--Newburgh, NY--NJ Urbanized Area",12515
99999,Not in a 2010 urban area,12515
99999,Not in a 2010 urban area,12514
99999,Not in a 2010 urban area,12513
71803,"Poughkeepsie--Newburgh, NY--NJ Urbanized Area",12512
71803,"Poughkeepsie--Newburgh, NY--NJ Urbanized Area",12508
99999,Not in a 2010 urban area,12508
99999,Not in a 2010 urban area,12507
73828,"Red Hook, NY Urban Cluster",12504
99999,Not in a 2010 urban area,12504
99999,Not in a 2010 urban area,12503
99999,Not in a 2010 urban area,12502
99999,Not in a 2010 urban area,12501
45262,"Kingston, NY Urbanized Area",12498
99999,Not in a 2010 urban area,12498
99999,Not in a 2010 urban area,12496
99999,Not in a 2010 urban area,12495
99999,Not in a 2010 urban area,12494
99999,Not in a 2010 urban area,12493
99999,Not in a 2010 urban area,12492
45262,"Kingston, NY Urbanized Area",12491
99999,Not in a 2010 urban area,12491
45262,"Kingston, NY Urbanized Area",12490
99999,Not in a 2010 urban area,12490
27010,"Ellenville, NY Urban Cluster",12489
99999,Not in a 2010 urban area,12489
45262,"Kingston, NY Urbanized Area",12487
99999,Not in a 2010 urban area,12487
45262,"Kingston, NY Urbanized Area",12486
99999,Not in a 2010 urban area,12486
99999,Not in a 2010 urban area,12485
99999,Not in a 2010 urban area,12484
99999,Not in a 2010 urban area,12483
14644,"Catskill, NY Urban Cluster",12482
99999,Not in a 2010 urban area,12482
99999,Not in a 2010 urban area,12481
99999,Not in a 2010 urban area,12480
45262,"Kingston, NY Urbanized Area",12477
99999,Not in a 2010 urban area,12477
45262,"Kingston, NY Urbanized Area",12475
99999,Not in a 2010 urban area,12475
99999,Not in a 2010 urban area,12474
99999,Not in a 2010 urban area,12473
45262,"Kingston, NY Urbanized Area",12472
99999,Not in a 2010 urban area,12472
45262,"Kingston, NY Urbanized Area",12471
99999,Not in a 2010 urban area,12471
99999,Not in a 2010 urban area,12470
99999,Not in a 2010 urban area,12469
99999,Not in a 2010 urban area,12468
45262,"Kingston, NY Urbanized Area",12466
99999,Not in a 2010 urban area,12465
99999,Not in a 2010 urban area,12464
99999,Not in a 2010 urban area,12463
99999,Not in a 2010 urban area,12461
99999,Not in a 2010 urban area,12460
99999,Not in a 2010 urban area,12459
27010,"Ellenville, NY Urban Cluster",12458
99999,Not in a 2010 urban area,12458
99999,Not in a 2010 urban area,12457
45262,"Kingston, NY Urbanized Area",12456
99999,Not in a 2010 urban area,12456
99999,Not in a 2010 urban area,12455
99999,Not in a 2010 urban area,12454
45262,"Kingston, NY Urbanized Area",12453
99999,Not in a 2010 urban area,12453
99999,Not in a 2010 urban area,12452
14644,"Catskill, NY Urban Cluster",12451
99999,Not in a 2010 urban area,12451
99999,Not in a 2010 urban area,12450
45262,"Kingston, NY Urbanized Area",12449
99999,Not in a 2010 urban area,12449
99999,Not in a 2010 urban area,12448
99999,Not in a 2010 urban area,12446
99999,Not in a 2010 urban area,12444
45262,"Kingston, NY Urbanized Area",12443
99999,Not in a 2010 urban area,12443
99999,Not in a 2010 urban area,12442
99999,Not in a 2010 urban area,12441
99999,Not in a 2010 urban area,12440
99999,Not in a 2010 urban area,12439
99999,Not in a 2010 urban area,12438
99999,Not in a 2010 urban area,12436
99999,Not in a 2010 urban area,12435
99999,Not in a 2010 urban area,12434
99999,Not in a 2010 urban area,12433
45262,"Kingston, NY Urbanized Area",12432
99999,Not in a 2010 urban area,12431
99999,Not in a 2010 urban area,12430
99999,Not in a 2010 urban area,12429
27010,"Ellenville, NY Urban Cluster",12428
99999,Not in a 2010 urban area,12428
99999,Not in a 2010 urban area,12427
99999,Not in a 2010 urban area,12424
99999,Not in a 2010 urban area,12423
99999,Not in a 2010 urban area,12422
99999,Not in a 2010 urban area,12421
99999,Not in a 2010 urban area,12420
99999,Not in a 2010 urban area,12419
99999,Not in a 2010 urban area,12418
45262,"Kingston, NY Urbanized Area",12417
99999,Not in a 2010 urban area,12416
14644,"Catskill, NY Urban Cluster",12414
45262,"Kingston, NY Urbanized Area",12414
99999,Not in a 2010 urban area,12414
14644,"Catskill, NY Urban Cluster",12413
99999,Not in a 2010 urban area,12413
99999,Not in a 2010 urban area,12412
45262,"Kingston, NY Urbanized Area",12411
99999,Not in a 2010 urban area,12411
99999,Not in a 2010 urban area,12410
99999,Not in a 2010 urban area,12409
99999,Not in a 2010 urban area,12407
99999,Not in a 2010 urban area,12406
99999,Not in a 2010 urban area,12405
99999,Not in a 2010 urban area,12404
45262,"Kingston, NY Urbanized Area",12401
99999,Not in a 2010 urban area,12401
970,"Albany--Schenectady, NY Urbanized Area",12309
99999,Not in a 2010 urban area,12309
970,"Albany--Schenectady, NY Urbanized Area",12308
970,"Albany--Schenectady, NY Urbanized Area",12307
970,"Albany--Schenectady, NY Urbanized Area",12306
99999,Not in a 2010 urban area,12306
970,"Albany--Schenectady, NY Urbanized Area",12305
970,"Albany--Schenectady, NY Urbanized Area",12304
99999,Not in a 2010 urban area,12304
970,"Albany--Schenectady, NY Urbanized Area",12303
99999,Not in a 2010 urban area,12303
970,"Albany--Schenectady, NY Urbanized Area",12302
99999,Not in a 2010 urban area,12302
970,"Albany--Schenectady, NY Urbanized Area",12222
970,"Albany--Schenectady, NY Urbanized Area",12211
970,"Albany--Schenectady, NY Urbanized Area",12210
970,"Albany--Schenectady, NY Urbanized Area",12209
970,"Albany--Schenectady, NY Urbanized Area",12208
970,"Albany--Schenectady, NY Urbanized Area",12207
970,"Albany--Schenectady, NY Urbanized Area",12206
970,"Albany--Schenectady, NY Urbanized Area",12205
99999,Not in a 2010 urban area,12205
970,"Albany--Schenectady, NY Urbanized Area",12204
970,"Albany--Schenectady, NY Urbanized Area",12203
99999,Not in a 2010 urban area,12203
970,"Albany--Schenectady, NY Urbanized Area",12202
99999,Not in a 2010 urban area,12202
970,"Albany--Schenectady, NY Urbanized Area",12198
99999,Not in a 2010 urban area,12198
99999,Not in a 2010 urban area,12197
970,"Albany--Schenectady, NY Urbanized Area",12196
99999,Not in a 2010 urban area,12196
99999,Not in a 2010 urban area,12195
99999,Not in a 2010 urban area,12194
99999,Not in a 2010 urban area,12193
20773,"Coxsackie, NY Urban Cluster",12192
99999,Not in a 2010 urban area,12192
99999,Not in a 2010 urban area,12190
970,"Albany--Schenectady, NY Urbanized Area",12189
970,"Albany--Schenectady, NY Urbanized Area",12188
99999,Not in a 2010 urban area,12188
18343,"Cobleskill, NY Urban Cluster",12187
99999,Not in a 2010 urban area,12187
970,"Albany--Schenectady, NY Urbanized Area",12186
99999,Not in a 2010 urban area,12186
99999,Not in a 2010 urban area,12185
89947,"Valatie, NY Urban Cluster",12184
99999,Not in a 2010 urban area,12184
970,"Albany--Schenectady, NY Urbanized Area",12183
970,"Albany--Schenectady, NY Urbanized Area",12182
99999,Not in a 2010 urban area,12182
970,"Albany--Schenectady, NY Urbanized Area",12180
99999,Not in a 2010 urban area,12180
2170,"Amsterdam, NY Urban Cluster",12177
99999,Not in a 2010 urban area,12177
99999,Not in a 2010 urban area,12176
99999,Not in a 2010 urban area,12175
99999,Not in a 2010 urban area,12174
40537,"Hudson, NY Urban Cluster",12173
89947,"Valatie, NY Urban Cluster",12173
99999,Not in a 2010 urban area,12173
40537,"Hudson, NY Urban Cluster",12172
99999,Not in a 2010 urban area,12172
970,"Albany--Schenectady, NY Urbanized Area",12170
99999,Not in a 2010 urban area,12170
99999,Not in a 2010 urban area,12169
99999,Not in a 2010 urban area,12168
99999,Not in a 2010 urban area,12167
99999,Not in a 2010 urban area,12166
99999,Not in a 2010 urban area,12165
99999,Not in a 2010 urban area,12164
99999,Not in a 2010 urban area,12161
99999,Not in a 2010 urban area,12160
970,"Albany--Schenectady, NY Urbanized Area",12159
99999,Not in a 2010 urban area,12159
970,"Albany--Schenectady, NY Urbanized Area",12158
73477,"Ravena, NY Urban Cluster",12158
99999,Not in a 2010 urban area,12158
99999,Not in a 2010 urban area,12157
99999,Not in a 2010 urban area,12156
99999,Not in a 2010 urban area,12155
970,"Albany--Schenectady, NY Urbanized Area",12154
99999,Not in a 2010 urban area,12154
99999,Not in a 2010 urban area,12153
970,"Albany--Schenectady, NY Urbanized Area",12151
99999,Not in a 2010 urban area,12151
970,"Albany--Schenectady, NY Urbanized Area",12150
99999,Not in a 2010 urban area,12150
18343,"Cobleskill, NY Urban Cluster",12149
99999,Not in a 2010 urban area,12149
970,"Albany--Schenectady, NY Urbanized Area",12148
99999,Not in a 2010 urban area,12148
99999,Not in a 2010 urban area,12147
970,"Albany--Schenectady, NY Urbanized Area",12144
99999,Not in a 2010 urban area,12144
73477,"Ravena, NY Urban Cluster",12143
99999,Not in a 2010 urban area,12143
970,"Albany--Schenectady, NY Urbanized Area",12140
99999,Not in a 2010 urban area,12140
99999,Not in a 2010 urban area,12139
99999,Not in a 2010 urban area,12138
99999,Not in a 2010 urban area,12137
99999,Not in a 2010 urban area,12136
99999,Not in a 2010 urban area,12134
99999,Not in a 2010 urban area,12132
99999,Not in a 2010 urban area,12131
89947,"Valatie, NY Urban Cluster",12130
99999,Not in a 2010 urban area,12125
73477,"Ravena, NY Urban Cluster",12124
99999,Not in a 2010 urban area,12124
970,"Albany--Schenectady, NY Urbanized Area",12123
99999,Not in a 2010 urban area,12123
99999,Not in a 2010 urban area,12122
99999,Not in a 2010 urban area,12121
99999,Not in a 2010 urban area,12120
970,"Albany--Schenectady, NY Urbanized Area",12118
79633,"Saratoga Springs, NY Urbanized Area",12118
99999,Not in a 2010 urban area,12118
33733,"Gloversville, NY Urban Cluster",12117
99999,Not in a 2010 urban area,12117
99999,Not in a 2010 urban area,12116
99999,Not in a 2010 urban area,12115
970,"Albany--Schenectady, NY Urbanized Area",12110
99999,Not in a 2010 urban area,12110
99999,Not in a 2010 urban area,12108
89947,"Valatie, NY Urban Cluster",12106
99999,Not in a 2010 urban area,12106
2170,"Amsterdam, NY Urban Cluster",12095
33733,"Gloversville, NY Urban Cluster",12095
99999,Not in a 2010 urban area,12095
99999,Not in a 2010 urban area,12094
99999,Not in a 2010 urban area,12093
99999,Not in a 2010 urban area,12092
39997,"Hoosick Falls, NY Urban Cluster",12090
99999,Not in a 2010 urban area,12090
99999,Not in a 2010 urban area,12089
99999,Not in a 2010 urban area,12087
2170,"Amsterdam, NY Urban Cluster",12086
99999,Not in a 2010 urban area,12086
970,"Albany--Schenectady, NY Urbanized Area",12085
970,"Albany--Schenectady, NY Urbanized Area",12084
99999,Not in a 2010 urban area,12084
99999,Not in a 2010 urban area,12083
33733,"Gloversville, NY Urban Cluster",12078
99999,Not in a 2010 urban area,12078
970,"Albany--Schenectady, NY Urbanized Area",12077
99999,Not in a 2010 urban area,12077
99999,Not in a 2010 urban area,12076
99999,Not in a 2010 urban area,12075
99999,Not in a 2010 urban area,12074
33733,"Gloversville, NY Urban Cluster",12072
99999,Not in a 2010 urban area,12072
99999,Not in a 2010 urban area,12071
2170,"Amsterdam, NY Urban Cluster",12070
99999,Not in a 2010 urban area,12070
99999,Not in a 2010 urban area,12069
2170,"Amsterdam, NY Urban Cluster",12068
33733,"Gloversville, NY Urban Cluster",12068
99999,Not in a 2010 urban area,12068
99999,Not in a 2010 urban area,12067
99999,Not in a 2010 urban area,12066
970,"Albany--Schenectady, NY Urbanized Area",12065
99999,Not in a 2010 urban area,12065
99999,Not in a 2010 urban area,12064
970,"Albany--Schenectady, NY Urbanized Area",12063
99999,Not in a 2010 urban area,12063
99999,Not in a 2010 urban area,12062
970,"Albany--Schenectady, NY Urbanized Area",12061
99999,Not in a 2010 urban area,12061
99999,Not in a 2010 urban area,12060
99999,Not in a 2010 urban area,12059
99999,Not in a 2010 urban area,12058
99999,Not in a 2010 urban area,12057
970,"Albany--Schenectady, NY Urbanized Area",12056
99999,Not in a 2010 urban area,12056
970,"Albany--Schenectady, NY Urbanized Area",12054
99999,Not in a 2010 urban area,12054
99999,Not in a 2010 urban area,12053
99999,Not in a 2010 urban area,12052
20773,"Coxsackie, NY Urban Cluster",12051
99999,Not in a 2010 urban area,12051
970,"Albany--Schenectady, NY Urbanized Area",12047
99999,Not in a 2010 urban area,12047
99999,Not in a 2010 urban area,12046
73477,"Ravena, NY Urban Cluster",12045
99999,Not in a 2010 urban area,12045
18343,"Cobleskill, NY Urban Cluster",12043
99999,Not in a 2010 urban area,12043
99999,Not in a 2010 urban area,12042
99999,Not in a 2010 urban area,12041
99999,Not in a 2010 urban area,12040
99999,Not in a 2010 urban area,12037
99999,Not in a 2010 urban area,12036
99999,Not in a 2010 urban area,12035
970,"Albany--Schenectady, NY Urbanized Area",12033
99999,Not in a 2010 urban area,12033
99999,Not in a 2010 urban area,12032
99999,Not in a 2010 urban area,12031
99999,Not in a 2010 urban area,12029
99999,Not in a 2010 urban area,12028
970,"Albany--Schenectady, NY Urbanized Area",12027
99999,Not in a 2010 urban area,12027
99999,Not in a 2010 urban area,12025
99999,Not in a 2010 urban area,12024
99999,Not in a 2010 urban area,12023
99999,Not in a 2010 urban area,12022
79633,"Saratoga Springs, NY Urbanized Area",12020
99999,Not in a 2010 urban area,12020
970,"Albany--Schenectady, NY Urbanized Area",12019
99999,Not in a 2010 urban area,12019
970,"Albany--Schenectady, NY Urbanized Area",12018
99999,Not in a 2010 urban area,12018
99999,Not in a 2010 urban area,12017
20773,"Coxsackie, NY Urban Cluster",12015
99999,Not in a 2010 urban area,12015
2170,"Amsterdam, NY Urban Cluster",12010
99999,Not in a 2010 urban area,12010
970,"Albany--Schenectady, NY Urbanized Area",12009
99999,Not in a 2010 urban area,12009
970,"Albany--Schenectady, NY Urbanized Area",12008
99999,Not in a 2010 urban area,12007
63217,"New York--Newark, NY--NJ--CT Urbanized Area",11980
99999,Not in a 2010 urban area,11980
63217,"New York--Newark, NY--NJ--CT Urbanized Area",11978
99999,Not in a 2010 urban area,11978
63217,"New York--Newark, NY--NJ--CT Urbanized Area",11977
99999,Not in a 2010 urban area,11977
63217,"New York--Newark, NY--NJ--CT Urbanized Area",11976
99999,Not in a 2010 urban area,11976
99999,Not in a 2010 urban area,11975
63217,"New York--Newark, NY--NJ--CT Urbanized Area",11973
99999,Not in a 2010 urban area,11973
63217,"New York--Newark, NY--NJ--CT Urbanized Area",11972
99999,Not in a 2010 urban area,11972
83359,"Southold, NY Urban Cluster",11971
99999,Not in a 2010 urban area,11971
63217,"New York--Newark, NY--NJ--CT Urbanized Area",11970
63217,"New York--Newark, NY--NJ--CT Urbanized Area",11968
99999,Not in a 2010 urban area,11968
63217,"New York--Newark, NY--NJ--CT Urbanized Area",11967
99999,Not in a 2010 urban area,11967
99999,Not in a 2010 urban area,11965
99999,Not in a 2010 urban area,11964
63217,"New York--Newark, NY--NJ--CT Urbanized Area",11963
99999,Not in a 2010 urban area,11963
99999,Not in a 2010 urban area,11962
63217,"New York--Newark, NY--NJ--CT Urbanized Area",11961
99999,Not in a 2010 urban area,11961
63217,"New York--Newark, NY--NJ--CT Urbanized Area",11960
99999,Not in a 2010 urban area,11960
63217,"New York--Newark, NY--NJ--CT Urbanized Area",11959
99999,Not in a 2010 urban area,11959
83359,"Southold, NY Urban Cluster",11958
99999,Not in a 2010 urban area,11958
83359,"Southold, NY Urban Cluster",11957
99999,Not in a 2010 urban area,11957
63217,"New York--Newark, NY--NJ--CT Urbanized Area",11956
99999,Not in a 2010 urban area,11956
63217,"New York--Newark, NY--NJ--CT Urbanized Area",11955
58420,"Montauk, NY Urban Cluster",11954
99999,Not in a 2010 urban area,11954
63217,"New York--Newark, NY--NJ--CT Urbanized Area",11953
99999,Not in a 2010 urban area,11953
63217,"New York--Newark, NY--NJ--CT Urbanized Area",11952
99999,Not in a 2010 urban area,11952
63217,"New York--Newark, NY--NJ--CT Urbanized Area",11951
99999,Not in a 2010 urban area,11951
63217,"New York--Newark, NY--NJ--CT Urbanized Area",11950
63217,"New York--Newark, NY--NJ--CT Urbanized Area",11949
99999,Not in a 2010 urban area,11949
63217,"New York--Newark, NY--NJ--CT Urbanized Area",11948
99999,Not in a 2010 urban area,11948
63217,"New York--Newark, NY--NJ--CT Urbanized Area",11947
99999,Not in a 2010 urban area,11947
63217,"New York--Newark, NY--NJ--CT Urbanized Area",11946
99999,Not in a 2010 urban area,11946
83359,"Southold, NY Urban Cluster",11944
99999,Not in a 2010 urban area,11944
63217,"New York--Newark, NY--NJ--CT Urbanized Area",11942
99999,Not in a 2010 urban area,11942
63217,"New York--Newark, NY--NJ--CT Urbanized Area",11941
99999,Not in a 2010 urban area,11941
63217,"New York--Newark, NY--NJ--CT Urbanized Area",11940
99999,Not in a 2010 urban area,11940
83359,"Southold, NY Urban Cluster",11939
99999,Not in a 2010 urban area,11939
84115,"Springs, NY Urban Cluster",11937
99999,Not in a 2010 urban area,11937
63217,"New York--Newark, NY--NJ--CT Urbanized Area",11935
99999,Not in a 2010 urban area,11935
63217,"New York--Newark, NY--NJ--CT Urbanized Area",11934
99999,Not in a 2010 urban area,11934
63217,"New York--Newark, NY--NJ--CT Urbanized Area",11933
99999,Not in a 2010 urban area,11933
99999,Not in a 2010 urban area,11932
63217,"New York--Newark, NY--NJ--CT Urbanized Area",11931
99999,Not in a 2010 urban area,11931
84115,"Springs, NY Urban Cluster",11930
99999,Not in a 2010 urban area,11930
63217,"New York--Newark, NY--NJ--CT Urbanized Area",11901
99999,Not in a 2010 urban area,11901
63217,"New York--Newark, NY--NJ--CT Urbanized Area",11804
63217,"New York--Newark, NY--NJ--CT Urbanized Area",11803
63217,"New York--Newark, NY--NJ--CT Urbanized Area",11801
63217,"New York--Newark, NY--NJ--CT Urbanized Area",11798
63217,"New York--Newark, NY--NJ--CT Urbanized Area",11797
63217,"New York--Newark, NY--NJ--CT Urbanized Area",11796
63217,"New York--Newark, NY--NJ--CT Urbanized Area",11795
99999,Not in a 2010 urban area,11795
63217,"New York--Newark, NY--NJ--CT Urbanized Area",11794
63217,"New York--Newark, NY--NJ--CT Urbanized Area",11793
99999,Not in a 2010 urban area,11793
63217,"New York--Newark, NY--NJ--CT Urbanized Area",11792
99999,Not in a 2010 urban area,11792
63217,"New York--Newark, NY--NJ--CT Urbanized Area",11791
99999,Not in a 2010 urban area,11791
63217,"New York--Newark, NY--NJ--CT Urbanized Area",11790
99999,Not in a 2010 urban area,11790
63217,"New York--Newark, NY--NJ--CT Urbanized Area",11789
99999,Not in a 2010 urban area,11789
63217,"New York--Newark, NY--NJ--CT Urbanized Area",11788
63217,"New York--Newark, NY--NJ--CT Urbanized Area",11787
99999,Not in a 2010 urban area,11787
63217,"New York--Newark, NY--NJ--CT Urbanized Area",11786
99999,Not in a 2010 urban area,11786
63217,"New York--Newark, NY--NJ--CT Urbanized Area",11784
63217,"New York--Newark, NY--NJ--CT Urbanized Area",11783
63217,"New York--Newark, NY--NJ--CT Urbanized Area",11782
99999,Not in a 2010 urban area,11782
63217,"New York--Newark, NY--NJ--CT Urbanized Area",11780
99999,Not in a 2010 urban area,11780
63217,"New York--Newark, NY--NJ--CT Urbanized Area",11779
63217,"New York--Newark, NY--NJ--CT Urbanized Area",11778
99999,Not in a 2010 urban area,11778
63217,"New York--Newark, NY--NJ--CT Urbanized Area",11777
99999,Not in a 2010 urban area,11777
63217,"New York--Newark, NY--NJ--CT Urbanized Area",11776
63217,"New York--Newark, NY--NJ--CT Urbanized Area",11772
99999,Not in a 2010 urban area,11772
63217,"New York--Newark, NY--NJ--CT Urbanized Area",11771
99999,Not in a 2010 urban area,11771
99999,Not in a 2010 urban area,11770
63217,"New York--Newark, NY--NJ--CT Urbanized Area",11769
99999,Not in a 2010 urban area,11769
63217,"New York--Newark, NY--NJ--CT Urbanized Area",11768
99999,Not in a 2010 urban area,11768
63217,"New York--Newark, NY--NJ--CT Urbanized Area",11767
63217,"New York--Newark, NY--NJ--CT Urbanized Area",11766
99999,Not in a 2010 urban area,11766
63217,"New York--Newark, NY--NJ--CT Urbanized Area",11765
99999,Not in a 2010 urban area,11765
63217,"New York--Newark, NY--NJ--CT Urbanized Area",11764
99999,Not in a 2010 urban area,11764
63217,"New York--Newark, NY--NJ--CT Urbanized Area",11763
63217,"New York--Newark, NY--NJ--CT Urbanized Area",11762
99999,Not in a 2010 urban area,11762
63217,"New York--Newark, NY--NJ--CT Urbanized Area",11758
99999,Not in a 2010 urban area,11758
63217,"New York--Newark, NY--NJ--CT Urbanized Area",11757
99999,Not in a 2010 urban area,11757
63217,"New York--Newark, NY--NJ--CT Urbanized Area",11756
63217,"New York--Newark, NY--NJ--CT Urbanized Area",11755
63217,"New York--Newark, NY--NJ--CT Urbanized Area",11754
99999,Not in a 2010 urban area,11754
63217,"New York--Newark, NY--NJ--CT Urbanized Area",11753
63217,"New York--Newark, NY--NJ--CT Urbanized Area",11752
63217,"New York--Newark, NY--NJ--CT Urbanized Area",11751
99999,Not in a 2010 urban area,11751
63217,"New York--Newark, NY--NJ--CT Urbanized Area",11749
