,UANUM,UANAME,Population,Latitude,Longitude,4 Week Rate,4 Week TRP,CPP,CPM,AdvertisingCost,PredictedCount,ActualCount,PredictedActualDiff,PercentDiff,Households,HouseholdsPerStation,MarketSize
420,11431,"Bullhead City, AZ--NV",48656,35.1477778,-114.5675,6163.6363636364,472.72727272730003,13.5454545455,6.7272727273,327.3221818195088,1.02,1,0.02,0.01,20246,19849.019607843136,Small
421,11512,"Bunkie, LA",4090,30.953055600000006,-92.1825,4952.7777777778,844.4444444444,7.2777777778,5.7222222222,23.403888888798,0.0,0,0.0,0.0,1646,inf,Small
422,11539,"Buras, LA",3767,29.351666700000006,-89.5241667,20000.0,200.0,100.0,7.0,26.369,0.26,0,0.26,0.26,1370,5269.230769230769,Small
423,11566,"Burgaw, NC",3456,34.5519444,-77.9263889,5200.0,300.0,18.0,8.0,27.648,0.04,0,0.04,0.04,1063,26575.0,Small
424,11575,"Burgettstown, PA",3380,40.3819444,-80.3930556,11470.0,1100.0,11.75,3.9,13.181999999999999,0.08,0,0.08,0.08,1322,16525.0,Small
425,11593,"Burkburnett, TX",10002,34.0977778,-98.5702778,600.0,200.0,3.0,9.5,95.019,0.7,1,-0.3,-0.15,4152,5931.428571428572,Small
426,11620,"Burley, ID",15977,42.5358333,-113.79194440000002,630.0,300.0,2.0,5.0,79.885,0.06,0,0.06,0.06,5399,89983.33333333334,Small
427,11647,"Burlington, CO",4243,39.3061111,-102.2688889,3698.3333333333003,466.6666666667,8.5833333333,5.25,22.275750000000002,0.0,0,0.0,0.0,1366,inf,Small
428,11674,"Burlington, IA--IL",29569,40.8075,-91.1127778,2187.5,300.0,7.25,25.5,754.0095,1.82,1,0.82,0.41,12612,6929.670329670329,Small
429,11701,"Burlington, KS",2503,38.1944444,-95.7425,1126.0,466.6666666667,2.6666666667,6.0,15.018,0.26,1,-0.74,-0.37,1073,4126.923076923077,Small
430,11728,"Burlington, NC",119911,36.0955556,-79.4380556,2500.0,200.0,13.0,10.0,1199.1100000000001,3.6,7,-3.4,-0.425,48401,13444.722222222223,Medium
431,11755,"Burlington, VT",108740,44.4758333,-73.2125,2478.5714285714002,457.1428571429,5.8571428571,7.7142857143,838.851428572982,15.72,23,-7.28,-0.303333333,44106,2805.7251908396947,Medium
432,11782,"Burlington, WI",23534,42.67805560000001,-88.2761111,33750.0,700.0,53.375,4.125,97.07775,2.28,3,-0.72,-0.18,9023,3957.4561403508774,Small
433,11809,"Burnet, TX",5428,30.75805560000001,-98.2280556,1012.5,400.0,2.75,10.5,56.994,0.14,0,0.14,0.14,1814,12957.142857142855,Small
434,11836,"Burney, CA",3171,40.8825,-121.6597222,3151.0,300.0,10.5,4.0,12.684,0.02,0,0.02,0.02,1118,55900.0,Small
435,11863,"Burns, OR",4131,43.5863889,-119.0530556,11628.571428571398,400.0,30.0,6.1428571429,25.3761428573199,0.04,0,0.04,0.04,1688,42200.0,Small
436,11872,"Burnt Store Marina, FL",3061,26.7647222,-82.05111109999999,4860.0,300.0,16.0,9.0,27.549,0.62,0,0.62,0.62,1409,2272.5806451612902,Small
437,11890,"Bushnell, FL",3500,28.6647222,-82.1130556,1650.0,350.0,5.75,10.25,35.875,0.2,0,0.2,0.2,1114,5570.0,Small
438,11917,"Bushnell, IL",3045,40.5527778,-90.5061111,2187.5,300.0,7.25,25.5,77.6475,0.0,0,0.0,0.0,1372,inf,Small
439,11944,"Butler, IN",2651,41.4297222,-84.87138890000001,1500.0,600.0,2.8,7.0,18.557,0.08,0,0.08,0.08,951,11887.5,Small
440,11971,"Butler, MO",3875,38.2538,-94.3356,1500.0,425.0,4.125,7.375,28.578125,0.0,0,0.0,0.0,1781,inf,Small
441,11998,"Butler, PA",40352,40.8611111,-79.8955556,115932.41176470599,905.8823529412,135.4705882353,7.1176470588,287.2112941166976,0.62,0,0.62,0.62,17513,28246.774193548386,Small
442,12025,"Butner, NC",16975,36.1319444,-78.7569444,17940.0,400.0,45.6666666667,10.3333333333,175.4083333327675,0.1,0,0.1,0.1,3704,37040.0,Small
443,12052,"Butte-Silver Bow, MT",30287,46.0036111,-112.66694440000002,913.0,320.0,3.0,7.4,224.12380000000002,0.12,0,0.12,0.12,13577,113141.66666666667,Small
444,12079,"Byron, IL",7057,42.1269444,-89.2555556,8437.5,575.0,17.125,6.125,43.224125,0.0,0,0.0,0.0,2562,inf,Small
445,12106,"Byron, MN",4864,44.0327778,-92.6452778,22930.0,200.0,114.6666666667,4.6666666667,22.6986666668288,0.62,1,-0.38,-0.19,1702,2745.1612903225805,Small
446,13267,"Ca_on City, CO",27139,38.449406,-105.225332,1550.0,400.0,4.0,7.5,203.5425,0.56,0,0.56,0.56,9709,17337.5,Small
447,12120,"Cache, OK",2600,34.6294444,-98.6283333,600.0,200.0,3.0,9.5,24.7,0.0,0,0.0,0.0,830,inf,Small
448,12133,"Cactus, TX",3292,36.0522222,-102.0019444,1050.0,333.3333333333,3.3333333333,3.6666666667,12.070666666776399,0.06,0,0.06,0.06,759,12650.0,Small
449,12160,"Cadillac, MI",11690,44.2519444,-85.4011111,4046.6666666666997,466.6666666667,11.0,14.666666666700001,171.453333333723,0.28,0,0.28,0.28,4677,16703.571428571428,Small
450,12187,"Cadiz, KY",2960,36.865,-87.8352778,1706.25,300.0,5.5,11.5,34.04,0.02,0,0.02,0.02,1361,68050.0,Small
451,12214,"Cadiz, OH",2521,40.2727778,-80.9969444,6000.0,1000.0,6.5,4.5,11.3445,0.12,0,0.12,0.12,1024,8533.333333333334,Small
452,12241,"Cairo, GA",9414,30.8772222,-84.20138890000001,8700.0,580.0,16.6,4.9,46.1286,0.02,0,0.02,0.02,3284,164200.0,Small
453,12268,"Cairo, IL",2833,37.0052778,-89.1763889,1955.0,400.0,5.6,12.6,35.6958,0.06,0,0.06,0.06,1082,18033.333333333336,Small
454,12295,"Calais, ME",2504,45.1888889,-67.2791667,266514.0,156.25,441.0625,8.63125,21.61265,0.06,0,0.06,0.06,1259,20983.333333333336,Small
455,12322,"Caldwell, OH",5488,39.7477778,-81.5166667,2315.0,200.0,12.0,7.0,38.416000000000004,0.0,0,0.0,0.0,1276,inf,Small
456,12349,"Caldwell, TX",4012,30.531111100000004,-96.6927778,5600.0,342.8571428571,18.571428571400002,7.5714285714,30.3765714284568,0.02,0,0.02,0.02,1417,70850.0,Small
457,12376,"Caledonia, MN",2749,43.6347222,-91.4966667,18778.4615384615,553.8461538462001,34.3076923077,7.5384615385,20.7232307693365,0.0,0,0.0,0.0,1130,inf,Small
458,12457,"Calhoun, GA",31493,34.5025,-84.95111109999998,2078.5714285714002,714.2857142857001,3.1428571429,6.2857142857,197.9559999995501,2.38,3,-0.62,-0.155,10295,4325.63025210084,Small
459,12565,"California City, CA",10908,35.1258333,-117.985,44720.181818181794,945.4545454545,47.818181818199996,8.0,87.264,0.44,0,0.44,0.44,4589,10429.545454545454,Small
460,12511,"California, MO",4181,38.6275,-92.5663889,7360.0,720.0,11.0,7.9,33.029900000000005,0.16,0,0.16,0.16,1756,10975.0,Small
461,12592,"Calipatria, CA",3538,33.12555560000001,-115.5133333,8022.727272727298,581.8181818182,14.909090909100001,9.3636363636,33.128545454416795,0.04,0,0.04,0.04,1628,40700.0,Small
462,12646,"Calistoga, CA",5155,38.5788889,-122.5786111,3712.3333333333003,466.6666666667,10.0,15.0,77.325,0.58,3,-2.42,-0.605,2068,3565.5172413793107,Small
463,12713,"Camano North, WA",2529,48.173986,-122.528214,7754.166666666701,816.6666666666998,10.0833333333,6.416666666699999,16.2277500000843,0.54,0,0.54,0.54,1078,1996.296296296296,Small
464,12700,"Camano, WA",6157,48.1741667,-122.52694440000002,7754.166666666701,816.6666666666998,10.0833333333,6.416666666699999,39.5074166668719,0.02,0,0.02,0.02,2682,134100.0,Small
465,12754,"Camarillo, CA",71772,34.2163889,-119.0366667,255338.125,156.25,417.2083333333,3.0004166667,215.3459050023924,6.12,7,-0.88,-0.11,26087,4262.581699346405,Small
466,12781,"Cambria, CA",5865,35.5641667,-121.0797222,6351.75,700.0,10.0,7.75,45.45375,0.26,0,0.26,0.26,2774,10669.23076923077,Small
467,12889,"Cambridge City, IN",3805,39.8125,-85.1716667,633.3333333333001,433.3333333333,2.1666666667,3.6666666667,13.9516666667935,0.0,0,0.0,0.0,1580,inf,Small
468,12890,"Cambridge Springs, PA",2602,39.73361110000001,-79.14944440000002,10437.8333333333,866.6666666666998,11.333333333299999,18.0,46.836,0.0,0,0.0,0.0,654,inf,Small
469,12808,"Cambridge, MD",14255,38.56305560000001,-76.0791667,122361.3125,156.25,205.6875,8.914375,127.074415625,1.02,0,1.02,1.02,6106,5986.274509803921,Small
470,12835,"Cambridge, MN",14270,45.5727778,-93.2241667,94235.5,156.25,158.125,4.489375,64.06338124999999,0.5,2,-1.5,-0.5,5678,11356.0,Small
471,12862,"Cambridge, OH",15232,40.0311111,-81.5886111,2375.0,300.0,8.5,4.0,60.928,0.18,0,0.18,0.18,6611,36727.77777777778,Small
472,12872,"Cambridge, WI",2577,43.0036111,-89.01638890000002,2050.0,400.0,6.0,6.833333333300001,17.6094999999141,0.24,0,0.24,0.24,1209,5037.5,Small
473,12916,"Camden, AR",11401,33.584444399999995,-92.8341667,1828.0,600.0,3.0,8.0,91.208,0.02,0,0.02,0.02,4801,240050.0,Small
474,12943,"Camden, ME",3968,44.2097222,-69.06527779999999,2300.0,200.0,12.0,4.0,15.872,0.1,0,0.1,0.1,1883,18830.0,Small
475,12970,"Camden, SC",13546,34.2463889,-80.60722220000002,20191.0714285714,885.7142857142999,23.5,3.6428571429,49.3461428577234,0.28,0,0.28,0.28,5802,20721.42857142857,Small
476,12997,"Camden, TN",3552,36.0588889,-88.09777779999997,1706.25,300.0,5.5,11.5,40.848,0.0,0,0.0,0.0,1435,inf,Small
477,13024,"Camdenton, MO",3632,38.00805560000001,-92.7444444,1206.25,1000.0,1.25,3.625,13.166,0.0,0,0.0,0.0,1228,inf,Small
478,13051,"Cameron, MO",9782,39.7402778,-94.2408333,5982.1428571429005,600.0,12.142857142899999,10.5714285714,103.4097142854348,0.02,0,0.02,0.02,2566,128300.0,Small
479,13078,"Cameron, TX",5389,30.853055600000005,-96.9766667,1260.0,200.0,6.0,12.0,64.668,0.0,0,0.0,0.0,1958,inf,Small
480,13132,"Camilla, GA",6939,31.231111100000003,-84.21055559999998,8700.0,580.0,16.6,4.9,34.0011,0.14,0,0.14,0.14,1925,13749.999999999998,Small
481,13170,"Camp Verde, AZ",5305,34.716111100000006,-111.9941667,95000.0,300.0,332.5,8.5,45.0925,0.08,0,0.08,0.08,2254,28175.0,Small
482,13159,"Campbellsville, KY",11719,37.3433333,-85.3419444,2025.0,300.0,7.0,11.0,128.909,0.02,0,0.02,0.02,4635,231750.0,Small
483,13177,"Canadian, TX",2781,35.9127778,-100.3816667,600.0,200.0,3.0,9.5,26.419500000000003,0.02,0,0.02,0.02,1080,54000.0,Small
484,13221,"Canby, OR",17119,45.2630556,-122.6913889,46783.5,1100.0,46.7,2.1,35.9499,0.58,1,-0.42,-0.21,5900,10172.41379310345,Small
485,13240,"Cannon Falls, MN",3931,44.5069444,-92.9052778,22930.0,200.0,114.6666666667,4.6666666667,18.3446666667977,0.04,0,0.04,0.04,1706,42650.0,Small
486,13294,"Canton, IL",14818,40.5580556,-90.035,1550.0,200.0,8.0,18.0,266.724,0.08,0,0.08,0.08,5629,70362.5,Small
487,13321,"Canton, MS",15321,32.6125,-90.0366667,15752.777777777801,911.1111111111001,17.888888888900002,4.0,61.284,0.5,0,0.5,0.5,5132,10264.0,Small
488,13348,"Canton, NY",6489,44.5955556,-75.1694444,500.0,400.0,1.0,1.0,6.489,1.62,2,-0.38,-0.12666666699999998,1725,1064.8148148148148,Small
489,13375,"Canton, OH",279245,40.7988889,-81.37861109999999,2375.0,300.0,8.5,4.0,1116.98,6.32,6,0.32,0.04571428599999999,113904,18022.78481012658,Medium
490,13402,"Canton, SD",2679,43.3008333,-96.5925,8481.6666666667,800.0,14.5555555556,6.2222222222,16.669333333273798,0.18,0,0.18,0.18,1207,6705.555555555556,Small
491,13429,"Canton, TX",3563,32.556388899999995,-95.8630556,1740.0,400.0,5.0,6.4,22.803200000000004,0.06,0,0.06,0.06,1304,21733.333333333336,Small
492,13483,"Canyon Lake, TX",5277,29.875,-98.2622222,29200.28125,156.25,47.78125,2.4753125,13.062224062499999,0.34,0,0.34,0.34,2265,6661.764705882352,Small
493,13456,"Canyon, TX",13440,34.9802778,-101.9183333,1050.0,333.3333333333,3.3333333333,3.6666666667,49.280000000448,0.76,0,0.76,0.76,5204,6847.368421052632,Small
494,13510,"Cape Coral, FL",530290,26.5625,-81.94972220000002,16800.0,575.0,32.625,5.625,2982.88125,12.6,10,2.6,0.23636363600000002,204432,16224.761904761905,Medium
495,13537,"Cape Girardeau, MO--IL",52900,37.3058333,-89.5180556,4200.0,620.0,7.3,8.0,423.2,0.88,0,0.88,0.88,21127,24007.954545454544,Small
496,13550,"Captain Cook, HI",4175,19.4969444,-155.9216667,114990.576923077,149.0384615385,193.88461538459998,3.4334615385,14.3347019232375,0.02,0,0.02,0.02,1518,75900.0,Small
497,13564,"Carbondale, CO",7159,39.4022222,-107.2105556,1550.0,400.0,4.0,7.5,53.692499999999995,0.5,3,-2.5,-0.625,2292,4584.0,Small
498,13591,"Carbondale, IL",67821,37.7272222,-89.2166667,3060.0,400.0,8.5714285714,5.2857142857,358.4824285704597,3.46,4,-0.54,-0.10800000000000001,27155,7848.2658959537575,Small
499,13618,"Carey, OH",3575,40.9525,-83.3825,1730.0,500.0,3.75,7.0,25.025000000000002,0.02,0,0.02,0.02,1561,78050.0,Small
500,13645,"Caribou, ME",3974,46.86055560000001,-68.0125,2300.0,200.0,12.0,4.0,15.896,0.04,0,0.04,0.04,1818,45450.0,Small
501,13699,"Carlinville, IL",5953,39.2797222,-89.8816667,3000.0,300.0,10.5,5.5,32.7415,0.08,0,0.08,0.08,2431,30387.5,Small
502,13753,"Carlisle, IA",3968,41.5008333,-93.4908333,36386.5625,156.25,59.5625,6.965,27.63712,0.04,0,0.04,0.04,1461,36525.0,Small
503,13807,"Carlsbad, NM",29839,32.42055560000001,-104.2283333,1733.3333333332998,266.6666666667,7.666666666699999,15.0,447.585,0.24,0,0.24,0.24,11325,47187.5,Small
504,13821,"Carlton, OR",3178,45.2944444,-123.1752778,600.0,200.0,3.0,4.0,12.712,0.02,1,-0.98,-0.49,1013,50650.0,Small
505,13834,"Carlyle, IL",4301,38.6102778,-89.3725,983.3333333333001,400.0,2.6666666667,7.0,30.107,0.06,0,0.06,0.06,1607,26783.333333333336,Small
506,13850,"Carmel Valley Village, CA",3122,36.4861111,-121.7227778,10606.25,500.0,23.5,5.0,15.61,1.68,1,0.68,0.34,1164,692.8571428571429,Small
507,13861,"Carmi, IL",5568,38.0908333,-88.15861109999999,14847.1904761905,1000.0,16.1428571429,5.1904761905,28.900571428703998,0.08,0,0.08,0.08,2354,29425.0,Small
508,13915,"Caro, MI",5113,43.49111110000001,-83.3969444,4540.0,500.0,9.3333333333,9.3333333333,47.72133333316291,0.12,0,0.12,0.12,2222,18516.666666666668,Small
509,13969,"Carrizo Springs, TX",6050,28.5216667,-99.8602778,8518.75,1000.0,9.0,4.125,24.95625,0.06,0,0.06,0.06,2153,35883.333333333336,Small
510,13996,"Carroll, IA",9984,42.0658333,-94.8666667,500.0,200.0,3.0,5.0,49.92,0.04,0,0.04,0.04,4290,107250.0,Small
511,14023,"Carrollton, GA",42872,33.58,-85.0766667,1687.5,733.3333333333002,2.8333333333,6.666666666699999,285.8133333347624,3.02,4,-0.98,-0.196,14907,4936.092715231788,Small
512,14050,"Carrollton, KY",5165,38.6808333,-85.17944440000002,1127.1428571428999,457.1428571429,2.7142857143,7.0,36.155,0.02,0,0.02,0.02,1977,98850.0,Small
513,14077,"Carrollton, MO",3296,39.3583333,-93.4955556,1437.5,575.0,3.125,12.0,39.552,0.0,0,0.0,0.0,1282,inf,Small
514,14104,"Carrollton, OH",3498,40.5727778,-81.0858333,11470.0,1100.0,11.75,3.9,13.6422,0.02,0,0.02,0.02,1339,66950.0,Small
515,14158,"Carson City, NV",58079,39.1638889,-119.7663889,20514.8125,156.25,33.5,6.166875,358.16593312500004,3.16,5,-1.84,-0.306666667,22192,7022.784810126582,Small
516,14185,"Cartersville, GA",52477,34.165,-84.8,2078.5714285714002,714.2857142857001,3.1428571429,6.2857142857,329.8554285706789,1.08,0,1.08,1.08,18071,16732.407407407405,Small
517,14212,"Carthage, IL",2582,40.4163889,-91.1361111,2187.5,300.0,7.25,25.5,65.841,0.06,0,0.06,0.06,1102,18366.666666666668,Small
518,14266,"Carthage, MO",15496,37.1763889,-94.31,5717.2608695652,852.1739130435001,7.3043478261,5.0434782609,78.1537391309064,0.08,0,0.08,0.08,5394,67425.0,Small
519,14239,"Carthage, MS",4478,32.7325,-89.53611109999999,15752.777777777801,911.1111111111001,17.888888888900002,4.0,17.912,0.0,0,0.0,0.0,1462,inf,Small
520,14320,"Carthage, TN",3282,36.2522222,-85.9516667,2917.8571428571995,785.7142857142999,4.4285714286,4.0,13.128,0.0,0,0.0,0.0,1318,inf,Small
521,14347,"Carthage, TX",6492,32.1572222,-94.3372222,953.3333333333001,400.0,2.0,6.333333333300001,41.115999999783604,0.06,0,0.06,0.06,2267,37783.333333333336,Small
522,14374,"Caruthersville, MO",5786,36.1930556,-89.6555556,1455.7142857142999,771.4285714286,2.2857142857,5.4285714286,31.409714285879595,0.0,0,0.0,0.0,2248,inf,Small
523,14401,"Casa Grande, AZ",51331,32.8794444,-111.7566667,95000.0,300.0,332.5,8.5,436.31350000000003,1.4,1,0.4,0.2,18388,13134.285714285716,Small
524,14428,"Casey, IL",2834,39.2991667,-87.9925,2270.0,360.0,7.2,11.0,31.174,0.1,0,0.1,0.1,1081,10810.0,Small
525,14455,"Cashmere, WA",4725,47.5225,-120.4686111,2668.75,825.0,3.0,3.375,15.946874999999999,0.14,0,0.14,0.14,1577,11264.285714285714,Small
526,14482,"Casper, WY",64548,42.8666667,-106.3125,5083.3333333333,400.0,13.0,10.0,645.48,0.6,0,0.6,0.6,27161,45268.333333333336,Small
527,14536,"Cassville, MO",4084,36.6769444,-93.8686111,5100.0,1000.0,5.25,7.25,29.608999999999998,0.04,0,0.04,0.04,1696,42400.0,Small
528,14556,"Castle Dale, UT",2893,39.2122222,-111.0188889,8966.6666666667,266.6666666667,34.6666666667,6.666666666699999,19.286666666763097,0.0,0,0.0,0.0,952,inf,Small
529,14570,"Castle Rock, WA",2514,46.2752778,-122.9063889,46783.5,1100.0,46.7,2.1,5.2794,0.74,1,-0.26,-0.13,1214,1640.5405405405406,Small
530,14590,"Castroville, TX",4040,29.3555556,-98.8783333,29200.28125,156.25,47.78125,2.4753125,10.0002625,0.06,0,0.06,0.06,1520,25333.333333333336,Small
531,14644,"Catskill, NY",6453,42.2172222,-73.865,21228.888888888898,555.5555555556,41.8888888889,5.4444444444,35.132999999713206,0.06,0,0.06,0.06,2051,34183.333333333336,Small
532,14671,"Cazenovia, NY",3114,42.93,-75.8530556,2875.0,600.0,5.5,10.5,32.696999999999996,0.24,0,0.24,0.24,937,3904.166666666667,Small
533,14698,"Cedar City, UT",33200,37.6775,-113.0611111,20065.6875,156.25,33.5,2.11125,70.0935,1.06,1,0.06,0.03,10986,10364.150943396226,Small
534,14752,"Cedar Rapids, IA",177844,42.0083333,-91.6438889,10918.4615384615,938.4615384614999,12.2307692308,5.4615384615,971.301846147006,8.04,6,2.04,0.291428571,73914,9193.283582089553,Medium
535,14779,"Cedar Springs, MI",3579,43.2233333,-85.5513889,18370.0,440.0,45.0,5.2,18.6108,0.0,0,0.0,0.0,1324,inf,Small
536,14705,"Cedaredge, CO",3550,38.9016667,-107.9258333,2750.0,775.0,3.625,3.375,11.98125,0.04,0,0.04,0.04,1697,42425.0,Small
537,14806,"Cedartown, GA",12502,34.053611100000005,-85.255,1687.5,733.3333333333002,2.8333333333,6.666666666699999,83.3466666670834,0.46,0,0.46,0.46,3833,8332.608695652174,Small
538,14833,"Cedarville, OH",4041,39.7441667,-83.8086111,5083.3333333333,716.6666666666998,7.25,5.916666666699999,23.9092500001347,0.12,0,0.12,0.12,715,5958.333333333334,Small
539,14860,"Celina, OH",11259,40.5488889,-84.5702778,1736.0,440.0,4.6,11.0,123.849,0.1,0,0.1,0.1,4802,48020.0,Small
540,14887,"Center, TX",5234,31.7952778,-94.1788889,2000.0,836.3636363636,2.4545454545,4.0,20.936,0.04,0,0.04,0.04,1963,49075.0,Small
541,14914,"Centerville, IA",5380,40.7341667,-92.8738889,3322.7272727273,1000.0,3.6363636364,13.090909090899999,70.42909090904199,0.06,0,0.06,0.06,2395,39916.66666666667,Small
542,14995,"Central City--Greenville, KY",9943,37.20111110000001,-87.1788889,2899.5,780.0,4.3,8.5,84.5155,0.02,0,0.02,0.02,3900,195000.0,Small
543,14968,"Central City, NE",2821,41.1158333,-98.0013889,3222.25,1000.0,3.25,5.0,14.105,0.7,1,-0.3,-0.15,1234,1762.857142857143,Small
544,15022,"Centralia, IL",17296,38.525,-89.1333333,983.3333333333001,400.0,2.6666666667,7.0,121.072,0.44,2,-1.56,-0.52,7382,16777.272727272728,Small
545,15049,"Centralia, MO",3813,39.2102778,-92.1377778,1718.1818181817996,509.09090909089997,3.7272727273,14.4545454545,55.1151818180085,0.1,0,0.1,0.1,1629,16290.0,Small
546,15076,"Centralia, WA",39517,46.7163889,-122.95305559999998,151865.05,142.5,261.0,6.6745,263.75621650000005,2.8,3,-0.2,-0.05,14911,5325.357142857143,Small
547,15083,"Centre, AL",3707,34.1519444,-85.6788889,5721.6363636364,854.5454545455,6.9090909091,6.2727272727,23.2529999998989,0.0,0,0.0,0.0,1599,inf,Small
548,15090,"Centreville, MD",4285,39.0416667,-76.0666667,122361.3125,156.25,205.6875,8.914375,38.198096875,0.1,0,0.1,0.1,1644,16440.0,Small
549,15103,"Century, FL--AL",3321,30.97305560000001,-87.26388890000001,20907.1428571429,971.4285714286,22.0714285714,5.8571428571,19.4515714284291,0.0,0,0.0,0.0,669,inf,Small
550,15130,"Chadron, NE",5515,42.82944439999999,-102.9994444,3375.0,300.0,14.5,10.5,57.9075,0.9,0,0.9,0.9,2214,2460.0,Small
551,15157,"Chaffee, MO",2973,37.18,-89.655,4200.0,620.0,7.3,8.0,23.784,0.04,0,0.04,0.04,1185,29625.0,Small
552,15184,"Chambersburg, PA",50887,39.9375,-77.6613889,5187.0,560.0,9.2,10.2,519.0473999999999,1.72,2,-0.28,-0.093333333,20278,11789.534883720931,Small
553,15211,"Champaign, IL",145361,40.1163889,-88.2433333,2500.0,200.0,13.0,6.0,872.1659999999999,12.36,4,8.36,1.672,57574,4658.090614886732,Medium
554,15238,"Chandler, OK",2704,35.70166670000001,-96.8805556,1460.0,266.6666666667,6.666666666699999,6.333333333300001,17.1253333332432,0.0,0,0.0,0.0,1096,inf,Small
555,15265,"Chanute, KS",9059,37.6791667,-95.4569444,895.8,360.0,3.2,6.2,56.1658,0.26,0,0.26,0.26,3683,14165.384615384615,Small
556,15292,"Chaparral, NM",12328,32.0114,-106.5717,20832.0,1040.0,22.6,3.0,36.983999999999995,0.28,0,0.28,0.28,3168,11314.285714285714,Small
557,15319,"Chardon, OH",8028,41.6141667,-81.1491667,32475.0,300.0,110.0,6.5,52.182,0.1,0,0.1,0.1,3552,35520.0,Small
558,15346,"Chariton, IA",3893,41.0138889,-93.3063889,36386.5625,156.25,59.5625,6.965,27.114745,0.0,0,0.0,0.0,1688,inf,Small
559,15373,"Charles City, IA",7706,43.0663889,-92.6722222,10918.4615384615,938.4615384614999,12.2307692308,5.4615384615,42.086615384319,0.72,1,-0.28,-0.14,3431,4765.277777777778,Small
560,15600,"Charles Town--Ranson, WV",21019,39.295,-77.8608333,2500.0,200.0,12.5,9.0,189.171,1.22,1,0.22,0.11,7692,6304.918032786885,Small
561,15508,"Charleston--North Charleston, SC",548404,32.77638889999999,-79.9311111,4800.0,200.0,24.0,12.0,6580.848,18.64,15,3.64,0.2275,216287,11603.37982832618,Medium
562,15400,"Charleston, IL",21810,39.4961111,-88.17611109999999,2270.0,360.0,7.2,11.0,239.91,0.54,0,0.54,0.54,7849,14535.185185185184,Small
563,15454,"Charleston, MO",5893,36.9208333,-89.35055559999998,1955.0,400.0,5.6,12.6,74.25179999999999,0.0,0,0.0,0.0,1808,inf,Small
564,15427,"Charleston, MS",2930,34.006666700000004,-90.05666670000002,1602.75,400.0,4.25,17.0,49.81,0.02,0,0.02,0.02,1056,52800.0,Small
565,15481,"Charleston, WV",153199,38.3497222,-81.6327778,3214.25,300.0,11.0,5.0,765.9950000000001,5.12,3,2.12,0.53,66737,13034.5703125,Medium
566,15535,"Charlestown, IN",6921,38.453055600000006,-85.6702778,1127.1428571428999,457.1428571429,2.7142857143,7.0,48.447,0.06,0,0.06,0.06,2664,44400.0,Small
567,15562,"Charlestown, NH",2815,43.2386111,-72.425,2300.0,200.0,12.0,4.0,11.26,0.0,0,0.0,0.0,1224,inf,Small
568,15589,"Charlestown, RI",2942,41.38305560000001,-71.6422222,3830.0,466.6666666667,8.3333333333,4.0,11.768,1.94,3,-1.06,-0.265,1363,702.5773195876288,Small
569,15616,"Charlevoix, MI",4179,45.3180556,-85.2583333,4046.6666666666997,466.6666666667,11.0,14.666666666700001,61.29200000013931,0.74,1,-0.26,-0.13,1900,2567.5675675675675,Small
570,15643,"Charlotte, MI",12682,42.5636111,-84.8358333,10000.0,400.0,25.0,7.0,88.774,0.14,0,0.14,0.14,4971,35507.142857142855,Small
571,15670,"Charlotte, NC--SC",1249442,35.226944399999994,-80.8433333,1053.8461538462,476.9230769231,2.5384615385,4.6153846154,5766.655384634607,61.66,59,2.66,0.044333332999999996,483928,7848.329549140448,Large
572,15724,"Charlottesville, VA",92359,38.02916670000001,-78.47694440000002,8100.0,360.0,24.6,13.2,1219.1388,8.16,8,0.16,0.017777778,36097,4423.651960784314,Small
573,15751,"Chase City, VA",2666,36.7991667,-78.45861109999998,944.0,480.0,2.0,12.2,32.5252,0.02,0,0.02,0.02,933,46650.0,Small
574,15769,"Chatfield, MN",2604,43.8455556,-92.1888889,1702.8571428572,600.0,3.1428571429,7.4285714286,19.3440000000744,0.74,1,-0.26,-0.13,1069,1444.5945945945946,Small
575,15805,"Chattahoochee, FL",5508,30.705,-84.8430556,8700.0,580.0,16.6,4.9,26.9892,0.0,0,0.0,0.0,916,inf,Small
576,15832,"Chattanooga, TN--GA",381112,35.04555560000001,-85.30972220000002,7438.888888888899,666.6666666666999,14.0,2.8888888889,1100.9902222264568,21.72,31,-9.28,-0.29,152875,7038.443830570903,Medium
577,15859,"Cheboygan, MI",4517,45.6469444,-84.4744444,3980.0,500.0,9.25,10.0,45.17,0.0,0,0.0,0.0,1912,inf,Small
578,15886,"Checotah, OK",2572,35.47,-95.5227778,1575.0,250.0,6.5,8.75,22.505,0.04,0,0.04,0.04,922,23050.0,Small
579,15913,"Chelan, WA",5704,47.841111100000006,-120.0152778,2668.75,825.0,3.0,3.375,19.250999999999998,2.82,4,-1.18,-0.23600000000000002,2169,769.1489361702128,Small
580,15940,"Chelsea, MI",5329,42.3180556,-84.0205556,4500.0,200.0,23.0,7.0,37.303,1.72,2,-0.28,-0.093333333,2416,1404.6511627906978,Small
581,15967,"Cheney, WA",10569,47.4875,-117.5747222,14843.1818181818,727.2727272727002,22.2727272727,5.090909090899999,53.805818181722096,0.3,0,0.3,0.3,3841,12803.333333333334,Small
582,15994,"Cheraw, SC",8160,34.6975,-79.8836111,1350.0,300.0,5.0,7.0,57.120000000000005,0.16,0,0.16,0.16,3881,24256.25,Small
